col_start_dt,col_end_dt,subscriberid,simserial,deviceid,col_ward,col_neighborhood,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_sample_type,col_sample_type_fp,col_sample_type_fp/144,col_sample_type_fp/145,col_sample_type_fp/142,col_sample_type_fp/143,col_sample_type_fp/141,col_sample_type_fp/149,col_sample_type_co,col_sample_type_co/151,col_sample_type_co/159,col_sample_type_co/152,col_id,col_id_val,col_start,col_weather,col_rainyest,col_rainweek,col_rainmon,col_fpa_id,col_fpa,col_fpa/1,col_fpa/3,col_fpa/2,col_fpa/4,col_fpa/88,col_fpa_other,col_fpa1,col_fpa1/88,col_fpa1/1,col_fpa1/3,col_fpa1/2,col_fpa1/5,col_fpa1/4,col_fpa1/6,col_fpa1_other,col_pfb_id,col_fpb,col_fpb/1,col_fpb/3,col_fpb/2,col_fpb/4,col_fpb/88,col_fpb_other,col_fpc_id,col_fpc,col_fpc/1,col_fpc/3,col_fpc/2,col_fpc/88,col_fpc_other,col_fpc1,col_fpc1/88,col_fpc1/1,col_fpc1/3,col_fpc1/2,col_fpc1/5,col_fpc1/4,col_fpc1/6,col_fpc1_other,col_fpd_id,col_fpd_type,col_fpd_type_other,col_fpd_container,col_fpd_container_lid,col_fpd_id_001,col_fpd_cl_free,col_fpd_cl_total,col_fpe_id,col_fpe,col_fpe/88,col_fpe/1,col_fpe/3,col_fpe/2,col_fpe/5,col_fpe/4,col_fpe_other,col_fpe1,col_fpe1/1,col_fpe1/3,col_fpe1/2,col_fpe1/88,col_fpe1_other,col_coa_id,col_coa_floor,col_coa_floorother,col_coa_dirt,col_coa_child,col_cob_nr,col_cob_note1,col_cob_ids,col_cob,col_cob_other,col_cob1,col_cob1_other,col_cob_col2,col_cob_ids2,col_cob2,col_cob_other2,col_cob12,col_cob1_other2,col_cob_col3,col_cob_ids3,col_cob3,col_cob_other3,col_cob13,col_cob1_other3,col_animals,col_animaltype,col_animaltype/10,col_animaltype/88,col_animaltype/1,col_animaltype/3,col_animaltype/2,col_animaltype/5,col_animaltype/4,col_animaltype/7,col_animaltype/6,col_animaltype/9,col_animaltype/8,col_animalother,col_animalnr,col_close,col_notes,col_enum,col_photo,__version__,_id,_uuid,_submission_time,_index,col_cob_col4,col_cob_ids4,col_cob4,col_cob_other4,col_cob14,col_cob1_other4,col_id_so
2020-02-05T11:17:42.598+05:30,2020-02-05T14:52:29.679+05:30,NA,NA,352155091473740,58,2,22.5509691 88.3971344 -61.099998474121094 5.0,22.5509691,88.3971344,-61.09999847,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,2071,2071,2020-02-05T11:19:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA2004,2,NA,1,0,NA,NA,COB2010,2,NA,88,Small sitting stool,1,COB2011,3,NA,4,NA,1,COB2012,88,Hard Plastic,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Suvankar Mandal,1,vntmPzUZE9dnWTCy2cMMgv,7725,db61348c-ebb1-4f07-a329-87d2ab6ea625,2020-02-05T09:23:14,84,NA,NA,NA,NA,NA,NA,NA
2020-02-06T10:57:54.451+05:30,2020-02-06T14:06:23.811+05:30,NA,NA,352155091473740,58,2,22.5517987 88.3965664 -37.5 4.5,22.5517987,88.3965664,-37.5,4.5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,2006,2006,2020-02-06T10:58:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA2005,2,NA,0,0,NA,NA,COB2013,2,NA,88,Wooden Storage Box,1,COB2014,88,Hard Plastic,88,Stool (Lower Height),1,COB2015,88,Linen,88,Bed Cover,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mandal,Buddhadeb Samaddar,1,vntmPzUZE9dnWTCy2cMMgv,7738,e34a0a28-b0e4-4020-b738-fecea78828da,2020-02-06T08:37:02,87,NA,NA,NA,NA,NA,NA,NA
2020-02-06T11:19:43.246+05:30,2020-02-06T14:06:28.236+05:30,NA,NA,352155091473740,58,2,22.551764 88.3962386 -43.29999923706055 5.0,22.551764,88.3962386,-43.29999924,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,2010,2010,2020-02-06T11:21:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA2006,2,NA,0,0,NA,NA,COB2016,88,Hard Plastic,2,NA,1,COB2017,88,Plastic,88,Mat,1,COB2018,88,Linen,88,Bed Cover,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,7741,f2f8113b-8e42-40d9-aa2d-6dc0bf8c15b5,2020-02-06T08:37:14,90,NA,NA,NA,NA,NA,NA,NA
2020-02-13T11:20:43.896+05:30,2020-02-14T15:22:34.894+05:30,NA,NA,352155091473740,58,2,22.5504404 88.3965627 -61.79999923706055 5.0,22.5504404,88.3965627,-61.79999924,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,2074,2074,2020-02-13T11:23:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COA2007,2,NA,0,0,NA,NA,COB2019,88,Linen,88,Bed Cover,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,7976,5cc50625-20de-4c65-a304-8a6016a9f557,2020-02-14T09:52:43,107,NA,NA,NA,NA,NA,NA,NA
2019-08-21T11:32:55.121+05:30,2019-08-21T14:01:32.442+05:30,NA,NA,352155091473740,58,1,22.5532224 88.3984986 -57.70000076293945 5.0,22.5532224,88.3984986,-57.70000076,5,14,141,0,0,0,0,1,0,NA,NA,NA,NA,1058,1058,2019-08-21T11:37:00.000+05:30,1,0,1,NA,FPa1001,1 2,1,0,1,0,0,NA,5,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Suvankar Mandol,1,v4b25iaRzrPMkey35XgBep,3932,b47a24d4-db98-4b26-958d-594285054840,2019-08-21T08:31:55,13,NA,NA,NA,NA,NA,NA,FPA1001
2019-08-21T11:44:01.564+05:30,2019-08-21T14:01:46.572+05:30,NA,NA,352155091473740,58,1,22.5533175 88.3984231 -42.5 4.5,22.5533175,88.3984231,-42.5,4.5,14,143,0,0,0,1,0,0,NA,NA,NA,NA,1058,1058,2019-08-21T11:45:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPc1001,1 2,1,0,1,0,NA,3 6,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Suvankar Mandol,1,v4b25iaRzrPMkey35XgBep,3933,1db53aa6-d937-4406-9a30-bd05cbbdec30,2019-08-21T08:31:56,14,NA,NA,NA,NA,NA,NA,FPC1001
2019-08-21T11:50:38.313+05:30,2019-08-21T14:01:39.494+05:30,NA,NA,352155091473740,58,1,22.5532794 88.3984784 -56.599998474121094 4.5,22.5532794,88.3984784,-56.59999847,4.5,14,142,0,0,1,0,0,0,NA,NA,NA,NA,1058,1058,2019-08-21T11:51:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPb1001,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb (PBST),Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,3934,e02aeb9d-f43e-4e8b-8f5f-5839a48aea09,2019-08-21T08:31:58,15,NA,NA,NA,NA,NA,NA,FPB1001
2019-08-21T11:55:43.283+05:30,2019-08-21T14:02:03.422+05:30,NA,NA,352155091473740,58,1,22.5532373 88.3984423 -53.0 4.0,22.5532373,88.3984423,-53,4,14,145,0,1,0,0,0,0,NA,NA,NA,NA,1058,1058,2019-08-21T11:57:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPe1001,4 5,0,0,0,0,1,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample Collected by Buddhadev (PBST),Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,3935,1f51f3e1-9bb3-4d22-a69f-7dfcff61e345,2019-08-21T08:32:00,16,NA,NA,NA,NA,NA,NA,FPE1001
2019-08-21T12:00:11.386+05:30,2019-08-21T14:01:57.172+05:30,NA,NA,352155091473740,58,1,22.5534442 88.3985161 -55.0 5.0,22.5534442,88.3985161,-55,5,14,144,1,0,0,0,0,0,NA,NA,NA,NA,1058,1058,2019-08-21T12:03:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPd1001,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,3936,310ec8da-c9fb-4945-9299-2b9753f22792,2019-08-21T08:32:01,17,NA,NA,NA,NA,NA,NA,FPD1001
2019-09-12T10:14:31.698+05:30,2019-09-12T12:18:54.602+05:30,NA,NA,352155091473740,58,1,22.5513227 88.399452 -59.5 5.0,22.5513227,88.399452,-59.5,5,14,143,0,0,0,1,0,0,NA,NA,NA,NA,1080,1080,2019-09-12T10:23:00.000+05:30,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPc1002,1,1,0,0,0,NA,3,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,4075,a1191541-87e7-4b1e-8004-09e7b48746c7,2019-09-12T06:49:40,26,NA,NA,NA,NA,NA,NA,FPC1002
2019-09-12T10:27:39.205+05:30,2019-09-12T12:18:48.807+05:30,NA,NA,352155091473740,58,1,22.5513942 88.3992999 -54.400001525878906 5.0,22.5513942,88.3992999,-54.40000153,5,14,142,0,0,1,0,0,0,NA,NA,NA,NA,1080,1080,2019-09-12T10:29:00.000+05:30,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPb1002,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mandal,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4076,29e30733-72d0-4025-9655-379b048a642a,2019-09-12T06:49:43,27,NA,NA,NA,NA,NA,NA,FPB1002
2019-09-12T10:35:51.158+05:30,2019-09-12T12:19:04.788+05:30,NA,NA,352155091473740,58,1,22.5514185 88.3992801 -56.79999923706055 5.0,22.5514185,88.3992801,-56.79999924,5,14,145,0,1,0,0,0,0,NA,NA,NA,NA,1080,1080,2019-09-12T10:36:00.000+05:30,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPe1002,4 5,0,0,0,0,1,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Suvankar Mandal,1,v4b25iaRzrPMkey35XgBep,4077,541c73f8-e2bf-4d3a-be38-ebe07d3120e7,2019-09-12T06:49:46,28,NA,NA,NA,NA,NA,NA,FPE1002
2019-09-12T10:40:06.329+05:30,2019-09-12T12:18:59.686+05:30,NA,NA,352155091473740,58,1,22.5513541 88.3993612 -11.600000381469727 5.0,22.5513541,88.3993612,-11.60000038,5,14,144,1,0,0,0,0,0,NA,NA,NA,NA,1080,1080,2019-09-12T10:42:00.000+05:30,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPd1002,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Biplab Jash,Suvankar Mandal,1,v4b25iaRzrPMkey35XgBep,4078,9a439813-54ab-46b7-a491-35dee14ad5c7,2019-09-12T06:49:50,29,NA,NA,NA,NA,NA,NA,FPD1002
2019-09-12T10:45:11.431+05:30,2019-09-12T12:18:42.585+05:30,NA,NA,352155091473740,58,1,22.5513774 88.3993761 -35.099998474121094 5.0,22.5513774,88.3993761,-35.09999847,5,14,141,0,0,0,0,1,0,NA,NA,NA,NA,1080,1080,2019-09-12T10:46:00.000+05:30,3,1,NA,NA,FPa1002,1 3,1,1,0,0,0,NA,4 5,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata Maity,Somnath Sarkar,1,v4b25iaRzrPMkey35XgBep,4079,700f5914-3b1f-4b3c-ba63-c82edfb34144,2019-09-12T06:49:54,30,NA,NA,NA,NA,NA,NA,FPA1002
2019-10-23T10:09:57.776+05:30,2019-10-23T13:08:38.247+05:30,NA,NA,352155091473740,58,1,22.5517324 88.399115 -44.70000076293945 5.0,22.5517324,88.399115,-44.70000076,5,14,141,0,0,0,0,1,0,NA,NA,NA,NA,1079,1079,2019-10-23T10:12:00.000+05:30,2,0,0,1,FPa1003,1,1,0,0,0,0,NA,5,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debobrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4637,3c27af76-c22b-4526-bf04-526432c1defc,2019-10-23T07:39:08,36,NA,NA,NA,NA,NA,NA,FPA1003
2019-10-23T10:20:04.217+05:30,2019-10-23T13:08:52.243+05:30,NA,NA,352155091473740,58,1,22.5516146 88.399194 -23.600000381469727 5.0,22.5516146,88.399194,-23.60000038,5,14,143,0,0,0,1,0,0,NA,NA,NA,NA,1079,1079,2019-10-23T10:21:00.000+05:30,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPc1003,3,0,1,0,0,NA,5,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debobrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4638,35120d0b-3b1e-4072-ab39-44d50449784a,2019-10-23T07:39:12,37,NA,NA,NA,NA,NA,NA,FPC1003
2019-10-23T10:25:24.416+05:30,2019-10-23T13:08:57.969+05:30,NA,NA,352155091473740,58,1,22.5516396 88.3991781 -50.400001525878906 5.0,22.5516396,88.3991781,-50.40000153,5,14,144,1,0,0,0,0,0,NA,NA,NA,NA,1079,1079,2019-10-23T10:26:00.000+05:30,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPd1003,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4639,92014982-89a2-4f1d-8d68-dd31d661092c,2019-10-23T07:39:16,38,NA,NA,NA,NA,NA,NA,FPD1003
2019-10-23T10:33:02.541+05:30,2019-10-23T13:08:45.501+05:30,NA,NA,352155091473740,58,1,22.5516375 88.3993372 -51.599998474121094 5.0,22.5516375,88.3993372,-51.59999847,5,14,142,0,0,1,0,0,0,NA,NA,NA,NA,1079,1079,2019-10-23T10:34:00.000+05:30,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPb1003,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4640,8d9d1492-53bc-424f-b13a-c5eb52949929,2019-10-23T07:39:19,39,NA,NA,NA,NA,NA,NA,FPB1003
2019-10-23T10:39:29.718+05:30,2019-10-23T13:09:03.977+05:30,NA,NA,352155091473740,58,1,22.5516479 88.3992463 -20.200000762939453 5.0,22.5516479,88.3992463,-20.20000076,5,14,145,0,1,0,0,0,0,NA,NA,NA,NA,1079,1079,2019-10-23T10:40:00.000+05:30,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPe1003,4,0,0,0,0,0,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4641,cb9e51d2-1f15-4925-9d36-53c9a9567d63,2019-10-23T07:39:22,40,NA,NA,NA,NA,NA,NA,FPE1003
2019-10-23T10:45:18.395+05:30,2019-10-23T13:08:27.169+05:30,NA,NA,352155091473740,58,1,22.5516498 88.3992834 -57.5 5.0,22.5516498,88.3992834,-57.5,5,14,149,0,0,0,0,0,1,NA,NA,NA,NA,1079,1079,2019-10-23T10:46:00.000+05:30,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4642,1dea7ac0-a526-49ba-9aef-a1028615eb9e,2019-10-23T07:39:25,41,NA,NA,NA,NA,NA,NA,NA
2019-11-06T11:00:54.241+05:30,2019-11-06T14:05:31.765+05:30,NA,NA,352155091473740,58,1,22.5522777 88.399039 -53.70000076293945 5.0,22.5522777,88.399039,-53.70000076,5,14,144,1,0,0,0,0,0,NA,NA,NA,NA,1064,1064,2019-11-06T11:04:00.000+05:30,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPd1004,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stored Drinking Water, Sample collected by Buddhadeb Samaddar",Somnath Sarkar,1,vntmPzUZE9dnWTCy2cMMgv,4926,54afd552-cc6c-4088-9685-92556924de7e,2019-11-06T08:35:42,45,NA,NA,NA,NA,NA,NA,FPD1004
