col_start_dt,col_end_dt,subscriberid,simserial,deviceid,col_ward,col_neighborhood,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_sample_type,col_sample_type_fp,col_sample_type_fp/144,col_sample_type_fp/145,col_sample_type_fp/142,col_sample_type_fp/143,col_sample_type_fp/141,col_sample_type_fp/149,col_sample_type_co,col_sample_type_co/151,col_sample_type_co/159,col_sample_type_co/152,col_id,col_id_val,col_start,col_weather,col_rainyest,col_rainweek,col_rainmon,col_fpa_id,col_fpa,col_fpa/1,col_fpa/3,col_fpa/2,col_fpa/4,col_fpa/88,col_fpa_other,col_fpa1,col_fpa1/88,col_fpa1/1,col_fpa1/3,col_fpa1/2,col_fpa1/5,col_fpa1/4,col_fpa1/6,col_fpa1_other,col_pfb_id,col_fpb,col_fpb/1,col_fpb/3,col_fpb/2,col_fpb/4,col_fpb/88,col_fpb_other,col_fpc_id,col_fpc,col_fpc/1,col_fpc/3,col_fpc/2,col_fpc/88,col_fpc_other,col_fpc1,col_fpc1/88,col_fpc1/1,col_fpc1/3,col_fpc1/2,col_fpc1/5,col_fpc1/4,col_fpc1/6,col_fpc1_other,col_fpd_id,col_fpd_type,col_fpd_type_other,col_fpd_container,col_fpd_container_lid,col_fpd_id_001,col_fpd_cl_free,col_fpd_cl_total,col_fpe_id,col_fpe,col_fpe/88,col_fpe/1,col_fpe/3,col_fpe/2,col_fpe/5,col_fpe/4,col_fpe_other,col_fpe1,col_fpe1/1,col_fpe1/3,col_fpe1/2,col_fpe1/88,col_fpe1_other,col_coa_id,col_coa_floor,col_coa_floorother,col_coa_dirt,col_coa_child,col_cob_nr,col_cob_note1,col_cob_ids,col_cob,col_cob_other,col_cob1,col_cob1_other,col_cob_col2,col_cob_ids2,col_cob2,col_cob_other2,col_cob12,col_cob1_other2,col_cob_col3,col_cob_ids3,col_cob3,col_cob_other3,col_cob13,col_cob1_other3,col_animals,col_animaltype,col_animaltype/10,col_animaltype/88,col_animaltype/1,col_animaltype/3,col_animaltype/2,col_animaltype/5,col_animaltype/4,col_animaltype/7,col_animaltype/6,col_animaltype/9,col_animaltype/8,col_animalother,col_animalnr,col_close,col_notes,col_enum,col_photo,__version__,_id,_uuid,_submission_time,_index,col_cob_col4,col_cob_ids4,col_cob4,col_cob_other4,col_cob14,col_cob1_other4
2020-02-05T05:47:42Z,2020-02-05T09:22:29Z,NA,NA,352155091473740,58,2,22.5509691 88.3971344 -61.099998474121094 5.0,22.5509691,88.3971344,-61.09999847,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,2071,2071,2020-02-05T05:49:00Z,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COa2004,2,NA,1,0,NA,NA,COb2010,2,NA,88,Small sitting stool,1,COb2011,3,NA,4,NA,1,COb2012,88,Hard Plastic,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Suvankar Mandal,1,vntmPzUZE9dnWTCy2cMMgv,7725,db61348c-ebb1-4f07-a329-87d2ab6ea625,2020-02-05T09:23:14Z,84,NA,NA,NA,NA,NA,NA
2020-02-06T05:27:54Z,2020-02-06T08:36:23Z,NA,NA,352155091473740,58,2,22.5517987 88.3965664 -37.5 4.5,22.5517987,88.3965664,-37.5,4.5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,2006,2006,2020-02-06T05:28:00Z,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COa2005,2,NA,0,0,NA,NA,COb2013,2,NA,88,Wooden Storage Box,1,COb2014,88,Hard Plastic,88,Stool (Lower Height),1,COb2015,88,Linen,88,Bed Cover,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mandal,Buddhadeb Samaddar,1,vntmPzUZE9dnWTCy2cMMgv,7738,e34a0a28-b0e4-4020-b738-fecea78828da,2020-02-06T08:37:02Z,87,NA,NA,NA,NA,NA,NA
2020-02-06T05:49:43Z,2020-02-06T08:36:28Z,NA,NA,352155091473740,58,2,22.551764 88.3962386 -43.29999923706055 5.0,22.551764,88.3962386,-43.29999924,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,2010,2010,2020-02-06T05:51:00Z,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COa2006,2,NA,0,0,NA,NA,COb2016,88,Hard Plastic,2,NA,1,COb2017,88,Plastic,88,Mat,1,COb2018,88,Linen,88,Bed Cover,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,7741,f2f8113b-8e42-40d9-aa2d-6dc0bf8c15b5,2020-02-06T08:37:14Z,90,NA,NA,NA,NA,NA,NA
2020-02-13T05:50:43Z,2020-02-14T09:52:34Z,NA,NA,352155091473740,58,2,22.5504404 88.3965627 -61.79999923706055 5.0,22.5504404,88.3965627,-61.79999924,5,15,NA,NA,NA,NA,NA,NA,NA,151,1,0,0,2074,2074,2020-02-13T05:53:00Z,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COa2007,2,NA,0,0,NA,NA,COb2019,88,Linen,88,Bed Cover,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,7976,5cc50625-20de-4c65-a304-8a6016a9f557,2020-02-14T09:52:43Z,107,NA,NA,NA,NA,NA,NA
2019-11-27T05:27:39Z,2019-11-28T11:46:32Z,NA,NA,352155091473740,58,1,22.5529303 88.3988971 -62.099998474121094 5.0,22.5529303,88.3988971,-62.09999847,5,14,144,1,0,0,0,0,0,NA,NA,NA,NA,1052,1052,2019-11-27T05:30:00Z,1,0,0,1,FPa1006,1 3,1,1,0,0,0,NA,4 5,0,0,0,0,1,1,0,NA,FPb1006,1,1,0,0,0,0,NA,FPc1006,1,1,0,0,0,NA,3,0,0,1,0,0,0,0,NA,FPd1006,4,NA,1,1,NA,NA,NA,FPe1006,4,0,0,0,0,0,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Suvankar Mandal,1,vntmPzUZE9dnWTCy2cMMgv,5704,f4e934f0-d345-4ec4-984a-3703a99a709a,2019-11-28T11:46:52Z,63,NA,NA,NA,NA,NA,NA
2019-08-21T06:02:55Z,2019-08-21T08:31:32Z,NA,NA,352155091473740,58,1,22.5532224 88.3984986 -57.70000076293945 5.0,22.5532224,88.3984986,-57.70000076,5,14,141,0,0,0,0,1,0,NA,NA,NA,NA,1058,1058,2019-08-21T06:07:00Z,1,0,1,NA,FPa1001,1 2,1,0,1,0,0,NA,5,0,0,0,0,1,0,0,NA,FPb1001,1,1,0,0,0,0,NA,FPc1001,1 2,1,0,1,0,NA,3 6,0,0,1,0,0,0,1,NA,FPd1001,4,NA,1,1,NA,NA,NA,FPe1001,4 5,0,0,0,0,1,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Suvankar Mandol,1,v4b25iaRzrPMkey35XgBep,3932,b47a24d4-db98-4b26-958d-594285054840,2019-08-21T08:31:55Z,13,NA,NA,NA,NA,NA,NA
2019-11-06T05:30:54Z,2019-11-06T08:35:31Z,NA,NA,352155091473740,58,1,22.5522777 88.399039 -53.70000076293945 5.0,22.5522777,88.399039,-53.70000076,5,14,144,1,0,0,0,0,0,NA,NA,NA,NA,1064,1064,2019-11-06T05:34:00Z,1,0,0,1,FPa1004,1,1,0,0,0,0,NA,5,0,0,0,0,1,0,0,NA,FPb1004,1,1,0,0,0,0,NA,FPc1004,1,1,0,0,0,NA,3,0,0,1,0,0,0,0,NA,FPd1004,4,NA,1,1,NA,NA,NA,FPe1004,4 5,0,0,0,0,1,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stored Drinking Water, Sample collected by Buddhadeb Samaddar",Somnath Sarkar,1,vntmPzUZE9dnWTCy2cMMgv,4926,54afd552-cc6c-4088-9685-92556924de7e,2019-11-06T08:35:42Z,45,NA,NA,NA,NA,NA,NA
2019-10-23T04:39:57Z,2019-10-23T07:38:38Z,NA,NA,352155091473740,58,1,22.5517324 88.399115 -44.70000076293945 5.0,22.5517324,88.399115,-44.70000076,5,14,141,0,0,0,0,1,0,NA,NA,NA,NA,1079,1079,2019-10-23T04:42:00Z,2,0,0,1,FPa1003,1,1,0,0,0,0,NA,5,0,0,0,0,1,0,0,NA,FPb1003,1,1,0,0,0,0,NA,FPc1003,3,0,1,0,0,NA,5,0,0,0,0,1,0,0,NA,FPd1003,4,NA,1,1,NA,NA,NA,FPe1003,4,0,0,0,0,0,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debobrata,Abhijit,1,vntmPzUZE9dnWTCy2cMMgv,4637,3c27af76-c22b-4526-bf04-526432c1defc,2019-10-23T07:39:08Z,36,NA,NA,NA,NA,NA,NA
2019-09-12T04:44:31Z,2019-09-12T06:48:54Z,NA,NA,352155091473740,58,1,22.5513227 88.399452 -59.5 5.0,22.5513227,88.399452,-59.5,5,14,143,0,0,0,1,0,0,NA,NA,NA,NA,1080,1080,2019-09-12T04:53:00Z,3,1,NA,NA,FPa1002,1 3,1,1,0,0,0,NA,4 5,0,0,0,0,1,1,0,NA,FPb1002,1,1,0,0,0,0,NA,FPc1002,1,1,0,0,0,NA,3,0,0,1,0,0,0,0,NA,FPd1002,4,NA,1,1,NA,NA,NA,FPe1002,4 5,0,0,0,0,1,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,4075,a1191541-87e7-4b1e-8004-09e7b48746c7,2019-09-12T06:49:40Z,26,NA,NA,NA,NA,NA,NA
2019-11-15T04:59:25Z,2019-11-15T11:44:49Z,NA,NA,352155091473740,58,1,22.5515061 88.3996342 3.200000047683716 5.0,22.5515061,88.3996342,3.200000048,5,14,144,1,0,0,0,0,0,NA,NA,NA,NA,1081,1081,2019-11-15T05:01:00Z,1,0,1,NA,FPa1005,3,0,1,0,0,0,NA,4,0,0,0,0,0,1,0,NA,FPb1005,1,1,0,0,0,0,NA,FPc1005,1,1,0,0,0,NA,3,0,0,1,0,0,0,0,NA,FPd1005,4,NA,1,1,NA,NA,NA,FPe1005,4 5,0,0,0,0,1,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,NA,1,NA,Sample collected by Somnath Sarkar,Ashis Saha,1,vntmPzUZE9dnWTCy2cMMgv,5240,09cf1db7-2936-4b17-8a62-9bdf4d740e91,2019-11-15T11:45:43Z,54,NA,NA,NA,NA,NA,NA
