_index,col_start_dt,col_end_dt,subscriberid.x,simserial.x,deviceid.x,col_ward,col_neighborhood,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_sample_type,col_sample_type_fp,col_sample_type_fp/144,col_sample_type_fp/145,col_sample_type_fp/142,col_sample_type_fp/143,col_sample_type_fp/141,col_sample_type_fp/149,col_sample_type_co,col_sample_type_co/151,col_sample_type_co/159,col_sample_type_co/152,col_id,col_id_val,col_start,col_weather,col_rainyest,col_rainweek,col_rainmon,col_fpa_id,col_fpa,col_fpa/1,col_fpa/3,col_fpa/2,col_fpa/4,col_fpa/88,col_fpa_other,col_fpa1,col_fpa1/88,col_fpa1/1,col_fpa1/3,col_fpa1/2,col_fpa1/5,col_fpa1/4,col_fpa1/6,col_fpa1_other,col_pfb_id,col_fpb,col_fpb/1,col_fpb/3,col_fpb/2,col_fpb/4,col_fpb/88,col_fpb_other,col_fpc_id,col_fpc,col_fpc/1,col_fpc/3,col_fpc/2,col_fpc/88,col_fpc_other,col_fpc1,col_fpc1/88,col_fpc1/1,col_fpc1/3,col_fpc1/2,col_fpc1/5,col_fpc1/4,col_fpc1/6,col_fpc1_other,col_fpd_id,col_fpd_type,col_fpd_type_other,col_fpd_container,col_fpd_container_lid,col_fpd_id_001,col_fpd_cl_free,col_fpd_cl_total,col_fpe_id,col_fpe,col_fpe/88,col_fpe/1,col_fpe/3,col_fpe/2,col_fpe/5,col_fpe/4,col_fpe_other,col_fpe1,col_fpe1/1,col_fpe1/3,col_fpe1/2,col_fpe1/88,col_fpe1_other,col_coa_id,col_coa_floor,col_coa_floorother,col_coa_dirt,col_coa_child,col_cob_nr,col_cob_note1,col_cob_ids,col_cob,col_cob_other,col_cob1,col_cob1_other,col_cob_col2,col_cob_ids2,col_cob2,col_cob_other2,col_cob12,col_cob1_other2,col_cob_col3,col_cob_ids3,col_cob3,col_cob_other3,col_cob13,col_cob1_other3,col_animals,col_animaltype,col_animaltype/10,col_animaltype/88,col_animaltype/1,col_animaltype/3,col_animaltype/2,col_animaltype/5,col_animaltype/4,col_animaltype/7,col_animaltype/6,col_animaltype/9,col_animaltype/8,col_animalother,col_animalnr,col_close,col_notes,col_enum,col_photo,__version__.x,_id.x,_uuid.x,_submission_time.x,col_cob_col4,col_cob_ids4,col_cob4,col_cob_other4,col_cob14,col_cob1_other4,col_id_so,lab_start_dt,subscriberid.y,simserial.y,deviceid.y,today,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type,lab_sample_type_fp,lab_sample_type_co,sampleid,lab_id_val,lab_received,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_p_weight,lab_sf_weight,lab_da_weight,lab_pa_weight,lab_1_note,lab_1_dil_tested,lab_1_volume,lab_1_ecoli_reading_membrane,lab_1_ecoli_membrane,lab_2_dil_tested,lab_2_volume,lab_2_ecoli_reading_membrane,lab_2_ecoli_membrane,lab_3_dilution_performed,lab_3_dil_tested,lab_3_volume,lab_3_ecoli_reading_membrane,lab_3_ecoli_membrane,lab_closing,lab_notes,lab_enum,lab_photo,__version__.y,_id.y,_uuid.y,_submission_time.y,_index.y,lab_1_ecoli,lab_2_ecoli,lab_3_ecoli,sample_type,ec_dil1,ec_dil2,ec_dil3,ec_ecnt1,ec_ecnt2,ec_ecnt3,ec_denom,count1,count2,dil1,dil2,count3,dil3,ec_conc,neighbor
111,2020-02-20T11:23:06.721+05:30,2020-02-20T15:23:23.653+05:30,NA,NA,352155091473740,58,2,22.5518603 88.3961433 -52.099998474121094 5.0,22.5518603,88.3961433,-52.09999847,5,14,142,0,0,1,0,0,0,NA,NA,NA,NA,2005,2005,2020-02-20T11:30:00.000+05:30,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPb2004,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,8182,b7427cf0-0e05-44f3-af64-fba0c4c3ccaf,2020-02-20T09:54:24,NA,NA,NA,NA,NA,NA,FPB2004,2020-02-26T12:19:00.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/02/26 00:00:00,2020-02-26T12:20:59.000+06:30,58,2,14,142,NA,FPB2004,FPb2004,2020-02-20T14:15:00.000+06:30,2020-02-20T15:45:00.000+06:30,2020-02-20T16:30:00.000+06:30,2020-02-21T16:30:00.000+06:30,NA,NA,NA,NA,NA,7,100,2,NA,7,10,2,NA,1,6,1,3,0,NA,"Red colony count: Undiluted 100ml - TDTC, Undiluted 10ml - TDTC, 1:10^1 - 8 sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,8309,f49c2db2-961c-47b1-936d-df60e6819532,2020-02-26T06:46:54,830,998,998,0,142,100,10,0.1,998,998,0,100,998,998,100,10,0,0.1,2000,2
112,2020-02-20T11:24:55.131+05:30,2020-02-20T15:23:36.999+05:30,NA,NA,352155091473740,58,2,22.5518223 88.3961537 -42.400001525878906 5.0,22.5518223,88.3961537,-42.40000153,5,14,145,0,1,0,0,0,0,NA,NA,NA,NA,2005,2005,2020-02-20T11:35:00.000+05:30,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPe2004,4,0,0,0,0,0,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,8183,774318db-f446-4c0c-a46d-ebf37d714cdc,2020-02-20T09:54:28,NA,NA,NA,NA,NA,NA,FPE2004,2020-02-26T12:22:26.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/02/26 00:00:00,2020-02-26T12:23:50.000+06:30,58,2,14,145,NA,FPE2004,FPe2004,2020-02-20T14:15:00.000+06:30,2020-02-20T15:45:00.000+06:30,2020-02-20T16:30:00.000+06:30,2020-02-21T16:30:00.000+06:30,NA,NA,NA,NA,NA,7,100,3,4,7,10,3,0,1,6,1,3,0,NA,"Red colony count: Undiluted 100ml - 82, Undiluted 10ml - 39, 1:10^1 - 0 sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,8311,4e19aeef-7291-4dfd-9b2a-78c494228409,2020-02-26T06:49:45,832,4,0,0,145,100,10,0.1,4,0,0,100,4,0,100,10,0,0.1,4,2
114,2020-02-27T11:06:01.676+05:30,2020-02-27T17:12:34.940+05:30,NA,NA,352155091473740,58,2,22.5511508 88.39654 -63.599998474121094 5.0,22.5511508,88.39654,-63.59999847,5,14,141,0,0,0,0,1,0,NA,NA,NA,NA,2038,2038,2020-02-27T11:08:00.000+05:30,1,0,1,NA,FPa2005,1 3,1,1,0,0,0,NA,4 5,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,8393,f0d3a690-7eb2-4fa8-aaa1-f735a845b1e6,2020-02-27T11:43:31,NA,NA,NA,NA,NA,NA,FPA2005,2020-03-16T11:47:27.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/03/16 00:00:00,2020-03-16T11:48:51.000+06:30,58,2,14,141,NA,FPA2005,FPa2005,2020-02-27T13:50:00.000+06:30,2020-02-27T14:10:00.000+06:30,2020-02-27T15:00:00.000+06:30,2020-02-28T15:00:00.000+06:30,NA,NA,NA,NA,NA,6,1,3,9,5,1,3,0,1,4,1,3,0,NA,"Red colony count: 1:10^1 -651; 1:10^2 - 3; 1:10^3 - 0, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,8747,e4443b6a-28fe-4027-868a-8e1cd1f92d91,2020-03-16T06:14:29,877,9,0,0,141,0.1,0.01,0.001,9,0,0,20,9,0,0.1,0.01,0,0.001,1800,2
115,2020-02-27T11:10:11.613+05:30,2020-02-27T17:12:46.613+05:30,NA,NA,352155091473740,58,2,22.5511749 88.3963909 -76.9000015258789 5.0,22.5511749,88.3963909,-76.90000153,5,14,143,0,0,0,1,0,0,NA,NA,NA,NA,2038,2038,2020-02-27T11:13:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPc2005,3,0,1,0,0,NA,3,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,8394,be2e8aac-bc4e-43f0-9b3c-b11dc3fd8882,2020-02-27T11:43:35,NA,NA,NA,NA,NA,NA,FPC2005,2020-03-16T11:50:44.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/03/16 00:00:00,2020-03-16T11:52:18.000+06:30,58,2,14,143,NA,FPC2005,FPc2005,2020-02-27T13:50:00.000+06:30,2020-02-27T14:10:00.000+06:30,2020-02-27T15:00:00.000+06:30,2020-02-28T15:00:00.000+06:30,NA,NA,NA,NA,NA,6,1,3,70,5,1,3,0,1,4,1,3,0,NA,"Red colony count: 1:10^1 - TNTC; 1:10^2 - 21; 1:10^3 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,8749,f4a8a8ce-f797-4d2a-8487-dcbac407ee95,2020-03-16T06:17:55,879,70,0,0,143,0.1,0.01,0.001,70,0,0,20,70,0,0.1,0.01,0,0.001,14000,2
116,2020-02-27T11:11:50.339+05:30,2020-02-27T17:12:39.640+05:30,NA,NA,352155091473740,58,2,22.5511165 88.3965272 -45.599998474121094 5.0,22.5511165,88.3965272,-45.59999847,5,14,142,0,0,1,0,0,0,NA,NA,NA,NA,2038,2038,2020-02-27T11:18:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPb2005,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,8395,74a1c58e-d00e-4c1a-8fcd-7f25df303432,2020-02-27T11:43:38,NA,NA,NA,NA,NA,NA,FPB2005,2020-03-16T11:48:52.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/03/16 00:00:00,2020-03-16T11:50:43.000+06:30,58,2,14,142,NA,FPB2005,FPb2005,2020-02-27T13:50:00.000+06:30,2020-02-27T14:10:00.000+06:30,2020-02-27T15:00:00.000+06:30,2020-02-28T15:00:00.000+06:30,NA,NA,NA,NA,NA,7,100,3,0,7,10,3,0,1,6,1,3,0,NA,"Red colony count: Undiluted 100ml - 3, Undiluted 10ml - 0, 1:10^1 - 0, sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,8748,67a18710-fab4-4b60-9e1e-96835fc0f0b3,2020-03-16T06:16:20,878,0,0,0,142,100,10,0.1,0,0,0,100,0,0,100,10,0,0.1,0.5,2
117,2020-02-27T11:13:32.950+05:30,2020-02-27T17:12:52.102+05:30,NA,NA,352155091473740,58,2,22.5511645 88.3964197 -77.4000015258789 5.0,22.5511645,88.3964197,-77.40000153,5,14,144,1,0,0,0,0,0,NA,NA,NA,NA,2038,2038,2020-02-27T11:22:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPd2005,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,8396,cdf8ee1b-8ad4-4b48-b2d7-831750e39837,2020-02-27T11:43:42,NA,NA,NA,NA,NA,NA,FPD2005,2020-03-16T11:52:19.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/03/16 00:00:00,2020-03-16T11:53:52.000+06:30,58,2,14,144,NA,FPD2005,FPd2005,2020-02-27T13:50:00.000+06:30,2020-02-27T14:10:00.000+06:30,2020-02-27T15:00:00.000+06:30,2020-02-28T15:00:00.000+06:30,NA,NA,NA,NA,NA,7,100,3,0,7,10,3,0,1,6,1,3,0,NA,"Red colony count: Undiluted 100ml - 1, Undiluted 10ml - 0, 1:10^1 - 0, sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,8750,490014a2-97cf-4ba6-a4aa-e4886e40c5a7,2020-03-16T06:19:29,880,0,0,0,144,100,10,0.1,0,0,0,100,0,0,100,10,0,0.1,0.5,2
118,2020-02-27T11:15:04.591+05:30,2020-02-27T17:12:56.727+05:30,NA,NA,352155091473740,58,2,22.551202 88.3964122 -71.69999694824219 5.0,22.551202,88.3964122,-71.69999695,5,14,145,0,1,0,0,0,0,NA,NA,NA,NA,2038,2038,2020-02-27T11:28:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPe2005,4,0,0,0,0,0,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vntmPzUZE9dnWTCy2cMMgv,8397,44a5e141-162b-41f1-bca6-2486dba0a12e,2020-02-27T11:43:45,NA,NA,NA,NA,NA,NA,FPE2005,2020-03-16T11:53:52.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/03/16 00:00:00,2020-03-16T11:55:18.000+06:30,58,2,14,145,NA,FPE2005,FPe2005,2020-02-27T13:50:00.000+06:30,2020-02-27T14:10:00.000+06:30,2020-02-27T15:00:00.000+06:30,2020-02-28T15:00:00.000+06:30,NA,NA,NA,NA,NA,7,100,3,0,7,10,3,0,1,6,1,3,0,NA,"Red colony count: Undiluted 100ml - 2, Undiluted 10ml - 1, 1:10^1 - 0, sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,8751,3b19c93a-a5ac-4c18-910b-3fe5280a44ec,2020-03-16T06:20:54,881,0,0,0,145,100,10,0.1,0,0,0,100,0,0,100,10,0,0.1,0.5,2
13,2019-08-21T11:32:55.121+05:30,2019-08-21T14:01:32.442+05:30,NA,NA,352155091473740,58,1,22.5532224 88.3984986 -57.70000076293945 5.0,22.5532224,88.3984986,-57.70000076,5,14,141,0,0,0,0,1,0,NA,NA,NA,NA,1058,1058,2019-08-21T11:37:00.000+05:30,1,0,1,NA,FPa1001,1 2,1,0,1,0,0,NA,5,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Suvankar Mandol,1,v4b25iaRzrPMkey35XgBep,3932,b47a24d4-db98-4b26-958d-594285054840,2019-08-21T08:31:55,NA,NA,NA,NA,NA,NA,FPA1001,2019-08-25T22:36:49.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/25 00:00:00,2019-08-25T22:42:11.000+06:30,58,1,14,141,NA,FPA1001,FPa1001,2019-08-21T13:55:00.000+06:30,2019-08-21T14:45:00.000+06:30,2019-08-21T17:10:00.000+06:30,2019-08-22T17:10:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,2,NA,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,10^1=TDTC)",4,1,vGuxuKRNcJh7oUGHdmQvJP,3981,edf5e103-4d48-4c10-82dd-ee9bee88cd0e,2019-08-26T05:10:00,152,998,998,NA,141,10,0.1,NA,998,998,NA,20,998,998,10,0.1,NA,NA,40000,1
14,2019-08-21T11:44:01.564+05:30,2019-08-21T14:01:46.572+05:30,NA,NA,352155091473740,58,1,22.5533175 88.3984231 -42.5 4.5,22.5533175,88.3984231,-42.5,4.5,14,143,0,0,0,1,0,0,NA,NA,NA,NA,1058,1058,2019-08-21T11:45:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPc1001,1 2,1,0,1,0,NA,3 6,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Suvankar Mandol,1,v4b25iaRzrPMkey35XgBep,3933,1db53aa6-d937-4406-9a30-bd05cbbdec30,2019-08-21T08:31:56,NA,NA,NA,NA,NA,NA,FPC1001,2019-08-25T22:42:11.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/25 00:00:00,2019-08-25T22:45:23.000+06:30,58,1,14,143,NA,FPC1001,FPc1001,2019-08-21T13:55:00.000+06:30,2019-08-21T14:45:00.000+06:30,2019-08-21T17:10:00.000+06:30,2019-08-22T17:10:00.000+06:30,NA,NA,NA,NA,NA,7,10,2,NA,6,1,1,NA,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=TDTC,10^1=TNTC)",3,1,vGuxuKRNcJh7oUGHdmQvJP,3982,a1f7faf2-6d1f-4771-b769-89931c8eef23,2019-08-26T05:13:13,153,998,999,NA,143,10,0.1,NA,998,999,NA,20,998,999,10,0.1,NA,NA,40000,1
15,2019-08-21T11:50:38.313+05:30,2019-08-21T14:01:39.494+05:30,NA,NA,352155091473740,58,1,22.5532794 88.3984784 -56.599998474121094 4.5,22.5532794,88.3984784,-56.59999847,4.5,14,142,0,0,1,0,0,0,NA,NA,NA,NA,1058,1058,2019-08-21T11:51:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPb1001,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb (PBST),Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,3934,e02aeb9d-f43e-4e8b-8f5f-5839a48aea09,2019-08-21T08:31:58,NA,NA,NA,NA,NA,NA,FPB1001,2019-08-25T22:45:23.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/25 00:00:00,2019-08-25T22:48:52.000+06:30,58,1,14,142,NA,FPB1001,FPb1001,2019-08-21T13:55:00.000+06:30,2019-08-21T15:10:00.000+06:30,2019-08-21T17:00:00.000+06:30,2019-08-22T17:00:00.000+06:30,NA,NA,NA,NA,NA,7,10,3,0,6,1,3,0,0,NA,NA,NA,NA,NA,"RED COLONY(10ml=51,10^1=12)",3,1,vGuxuKRNcJh7oUGHdmQvJP,3983,0ee1b62f-50e8-4473-9e3d-b7b38ccfce8b,2019-08-26T05:16:42,154,0,0,NA,142,10,0.1,NA,0,0,NA,100,0,0,10,0.1,NA,NA,5,1
16,2019-08-21T11:55:43.283+05:30,2019-08-21T14:02:03.422+05:30,NA,NA,352155091473740,58,1,22.5532373 88.3984423 -53.0 4.0,22.5532373,88.3984423,-53,4,14,145,0,1,0,0,0,0,NA,NA,NA,NA,1058,1058,2019-08-21T11:57:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPe1001,4 5,0,0,0,0,1,1,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample Collected by Buddhadev (PBST),Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,3935,1f51f3e1-9bb3-4d22-a69f-7dfcff61e345,2019-08-21T08:32:00,NA,NA,NA,NA,NA,NA,FPE1001,2019-08-25T22:48:52.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/25 00:00:00,2019-08-25T22:53:45.000+06:30,58,1,14,145,NA,FPE1001,FPe1001,2019-08-21T13:55:00.000+06:30,2019-08-21T15:20:00.000+06:30,2019-08-21T17:05:00.000+06:30,2019-08-22T17:05:00.000+06:30,NA,NA,NA,NA,NA,7,10,3,6,6,1,3,0,0,NA,NA,NA,NA,NA,"WITH 3 BLUE COLONY ARE SMUDGED, RED COLONY (10ml=TDTC,10^1=TNTC)",3,1,vGuxuKRNcJh7oUGHdmQvJP,3984,c047ee64-09af-4183-abb1-4daa2f98ebe0,2019-08-26T05:21:35,155,6,0,NA,145,10,0.1,NA,6,0,NA,100,6,0,10,0.1,NA,NA,60,1
17,2019-08-21T12:00:11.386+05:30,2019-08-21T14:01:57.172+05:30,NA,NA,352155091473740,58,1,22.5534442 88.3985161 -55.0 5.0,22.5534442,88.3985161,-55,5,14,144,1,0,0,0,0,0,NA,NA,NA,NA,1058,1058,2019-08-21T12:03:00.000+05:30,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FPd1001,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,3936,310ec8da-c9fb-4945-9299-2b9753f22792,2019-08-21T08:32:01,NA,NA,NA,NA,NA,NA,FPD1001,2019-08-25T22:53:45.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/08/25 00:00:00,2019-08-25T22:57:12.000+06:30,58,1,14,144,NA,FPD1001,FPd1001,2019-08-21T13:55:00.000+06:30,2019-08-21T15:15:00.000+06:30,2019-08-21T17:05:00.000+06:30,2019-08-22T17:05:00.000+06:30,NA,NA,NA,NA,NA,7,10,3,0,6,1,3,0,0,NA,NA,NA,NA,NA,"RED COLONY (10ml=64,10^1=9)",3,1,vGuxuKRNcJh7oUGHdmQvJP,3985,03f5f25c-6c4e-4c1c-a5c2-4cca419a0c88,2019-08-26T05:25:01,156,0,0,NA,144,10,0.1,NA,0,0,NA,100,0,0,10,0.1,NA,NA,5,1
