col_start_dt,col_end_dt,subscriberid,simserial,deviceid,col_ward,col_neighborhood,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_sample_type,col_sample_type_fp,col_sample_type_fp/144,col_sample_type_fp/145,col_sample_type_fp/142,col_sample_type_fp/143,col_sample_type_fp/141,col_sample_type_fp/149,col_sample_type_co,col_sample_type_co/151,col_sample_type_co/159,col_sample_type_co/152,col_id,col_id_val,col_start,col_weather,col_rainyest,col_rainweek,col_rainmon,col_fpa_id,col_fpa,col_fpa/1,col_fpa/3,col_fpa/2,col_fpa/4,col_fpa/88,col_fpa_other,col_fpa1,col_fpa1/88,col_fpa1/1,col_fpa1/3,col_fpa1/2,col_fpa1/5,col_fpa1/4,col_fpa1/6,col_fpa1_other,col_pfb_id,col_fpb,col_fpb/1,col_fpb/3,col_fpb/2,col_fpb/4,col_fpb/88,col_fpb_other,col_fpc_id,col_fpc,col_fpc/1,col_fpc/3,col_fpc/2,col_fpc/88,col_fpc_other,col_fpc1,col_fpc1/88,col_fpc1/1,col_fpc1/3,col_fpc1/2,col_fpc1/5,col_fpc1/4,col_fpc1/6,col_fpc1_other,col_fpd_id,col_fpd_type,col_fpd_type_other,col_fpd_container,col_fpd_container_lid,col_fpd_id_001,col_fpd_cl_free,col_fpd_cl_total,col_fpe_id,col_fpe,col_fpe/88,col_fpe/1,col_fpe/3,col_fpe/2,col_fpe/5,col_fpe/4,col_fpe_other,col_fpe1,col_fpe1/1,col_fpe1/3,col_fpe1/2,col_fpe1/88,col_fpe1_other,col_coa_id,col_coa_floor,col_coa_floorother,col_coa_dirt,col_coa_child,col_cob_nr,col_cob_note1,col_cob_ids,col_cob,col_cob_other,col_cob1,col_cob1_other,col_cob_col2,col_cob_ids2,col_cob2,col_cob_other2,col_cob12,col_cob1_other2,col_cob_col3,col_cob_ids3,col_cob3,col_cob_other3,col_cob13,col_cob1_other3,col_animals,col_animaltype,col_animaltype/10,col_animaltype/88,col_animaltype/1,col_animaltype/3,col_animaltype/2,col_animaltype/5,col_animaltype/4,col_animaltype/7,col_animaltype/6,col_animaltype/9,col_animaltype/8,col_animalother,col_animalnr,col_close,col_notes,col_enum,col_photo,__version__,_id,_uuid,_submission_time,_index
2019-08-09T12:03:27.756+05:30,2019-08-09T14:03:32.152+05:30,,,352155091473740,58,1,,,,,,14,142 144,1,0,1,0,0,0,,,,,FPd9902,FPd9902,2019-08-09T12:05:00.000+05:30,1,1,,,,,,,,,,,,,,,,,,,,FPd9902,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,FPd9902,5,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HH Swati Gunin,Biplab Jash,1,vGghqfaJrwMUhAWPdBqkGa,3839,8041f88c-3842-4b24-a2fa-c2976c19c9e7,2019-08-09T08:34:13,11
2019-08-09T12:08:03.529+05:30,2019-08-09T14:03:04.815+05:30,,,352155091473740,58,1,,,,,,14,142,0,0,1,0,0,0,,,,,FPb9902,FPb9902,2019-08-09T12:08:00.000+05:30,1,1,,,,,,,,,,,,,,,,,,,,FPb9902,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HH Swati Swati Gunin,Debabrata Maity,1,vGghqfaJrwMUhAWPdBqkGa,3840,3c2d3f52-4824-43f5-9e89-f09efe3a592e,2019-08-09T08:34:14,12
2019-08-21T11:32:55.121+05:30,2019-08-21T14:01:32.442+05:30,,,352155091473740,58,1,22.5532224 88.3984986 -57.70000076293945 5.0,22.5532224,88.3984986,-57.70000076,5,14,141,0,0,0,0,1,0,,,,,1058,1058,2019-08-21T11:37:00.000+05:30,1,0,1,,FPa1001,1 2,1,0,1,0,0,,5,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Suvankar Mandol,1,v4b25iaRzrPMkey35XgBep,3932,b47a24d4-db98-4b26-958d-594285054840,2019-08-21T08:31:55,13
2019-08-21T11:44:01.564+05:30,2019-08-21T14:01:46.572+05:30,,,352155091473740,58,1,22.5533175 88.3984231 -42.5 4.5,22.5533175,88.3984231,-42.5,4.5,14,143,0,0,0,1,0,0,,,,,1058,1058,2019-08-21T11:45:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,FPc1001,1 2,1,0,1,0,,3 6,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Suvankar Mandol,1,v4b25iaRzrPMkey35XgBep,3933,1db53aa6-d937-4406-9a30-bd05cbbdec30,2019-08-21T08:31:56,14
2019-08-21T11:50:38.313+05:30,2019-08-21T14:01:39.494+05:30,,,352155091473740,58,1,22.5532794 88.3984784 -56.599998474121094 4.5,22.5532794,88.3984784,-56.59999847,4.5,14,142,0,0,1,0,0,0,,,,,1058,1058,2019-08-21T11:51:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,FPb1001,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Buddhadeb (PBST),Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,3934,e02aeb9d-f43e-4e8b-8f5f-5839a48aea09,2019-08-21T08:31:58,15
2019-08-21T11:55:43.283+05:30,2019-08-21T14:02:03.422+05:30,,,352155091473740,58,1,22.5532373 88.3984423 -53.0 4.0,22.5532373,88.3984423,-53,4,14,145,0,1,0,0,0,0,,,,,1058,1058,2019-08-21T11:57:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPe1001,4 5,0,0,0,0,1,1,,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample Collected by Buddhadev (PBST),Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,3935,1f51f3e1-9bb3-4d22-a69f-7dfcff61e345,2019-08-21T08:32:00,16
2019-08-21T12:00:11.386+05:30,2019-08-21T14:01:57.172+05:30,,,352155091473740,58,1,22.5534442 88.3985161 -55.0 5.0,22.5534442,88.3985161,-55,5,14,144,1,0,0,0,0,0,,,,,1058,1058,2019-08-21T12:03:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPd1001,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Debabrata,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,3936,310ec8da-c9fb-4945-9299-2b9753f22792,2019-08-21T08:32:01,17
2019-08-22T11:08:01.152+05:30,2019-08-26T13:31:28.603+05:30,,,352155091473740,58,1,22.5526337 88.398741 -60.70000076293945 5.0,22.5526337,88.398741,-60.70000076,5,15,,,,,,,,151,1,0,0,1035,1035,2019-08-22T11:11:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COa1001,2,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,4000,a4e9f8ec-a788-494a-856f-d05cb8cecb0d,2019-08-26T08:02:30,18
2019-08-22T11:18:12.357+05:30,2019-08-26T13:31:40.553+05:30,,,352155091473740,58,1,22.5527175 88.3986995 -44.79999923706055 5.0,22.5527175,88.3986995,-44.79999924,5,15,,,,,,,,152,0,0,1,1035,1035,2019-08-22T11:19:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,COb1001,2,,4,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Debobrata,1,v4b25iaRzrPMkey35XgBep,4001,72906242-976a-4305-9a94-25de4d20b354,2019-08-26T08:02:32,19
2019-08-22T11:22:41.663+05:30,2019-08-26T13:31:46.213+05:30,,,352155091473740,58,1,22.5526928 88.3987278 -36.900001525878906 5.0,22.5526928,88.3987278,-36.90000153,5,15,,,,,,,,152,0,0,1,1035,1035,2019-08-22T11:24:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,COb1002,88,Plastic,2,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Debobrata,Somnath,0,v4b25iaRzrPMkey35XgBep,4002,97ab32c2-acbf-43ea-a4e1-b44f7d1023bd,2019-08-26T08:02:33,20
2019-08-22T11:27:46.943+05:30,2019-08-26T13:31:52.297+05:30,,,352155091473740,58,1,22.5526577 88.3987366 -52.79999923706055 5.0,22.5526577,88.3987366,-52.79999924,5,15,,,,,,,,152,0,0,1,1035,1035,2019-08-22T11:28:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,COb1003,88,Concrete,3,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Debabrata,Somnath Sarkar,0,v4b25iaRzrPMkey35XgBep,4003,28f309ce-5f09-479d-bd9a-7093d996322c,2019-08-26T08:02:35,21
2019-08-22T11:49:05.508+05:30,2019-08-26T13:31:33.618+05:30,,,352155091473740,58,1,22.5521442 88.3998329 -58.0 5.0,22.5521442,88.3998329,-58,5,15,,,,,,,,151,1,0,0,1067,1067,2019-08-22T11:50:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COa1002,2,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Buddhadeb Samaddar,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4005,2f2cbbb6-8fe6-4466-81f4-8ff60b8ddd8b,2019-08-26T08:02:37,22
2019-08-22T11:58:12.502+05:30,2019-08-26T13:31:58.524+05:30,,,352155091473740,58,1,22.5521928 88.3998679 -55.29999923706055 5.0,22.5521928,88.3998679,-55.29999924,5,15,,,,,,,,152,0,0,1,1067,1067,2019-08-22T11:59:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,COb1004,88,Cotton Cloth,4,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Buddhadeb,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4006,771c2e03-ecfd-43e9-a309-e6c9d9e8130d,2019-08-26T08:02:39,23
2019-08-22T12:05:15.179+05:30,2019-08-26T13:32:04.880+05:30,,,352155091473740,58,1,22.5521542 88.3998855 -57.099998474121094 4.5,22.5521542,88.3998855,-57.09999847,4.5,15,,,,,,,,152,0,0,1,1067,1067,2019-08-22T12:06:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,COb1005,88,"Fibre, Plastic",88,DTH Disk,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Buddhadeb,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4007,c8809e79-6b95-44af-844a-a22d4a6ac5f6,2019-08-26T08:02:40,24
2019-08-22T12:14:31.910+05:30,2019-08-26T13:32:13.360+05:30,,,352155091473740,58,1,22.5521732 88.3999188 -66.0 5.0,22.5521732,88.3999188,-66,5,15,,,,,,,,152,0,0,1,1067,1067,2019-08-22T12:15:00.000+05:30,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,COb1006,88,Plastic,88,Toys,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Biplab,Buddhadeb Samaddar,0,v4b25iaRzrPMkey35XgBep,4008,b9d44eca-818f-4403-9b25-72ccade4bc11,2019-08-26T08:02:42,25
2019-09-12T10:14:31.698+05:30,2019-09-12T12:18:54.602+05:30,,,352155091473740,58,1,22.5513227 88.399452 -59.5 5.0,22.5513227,88.399452,-59.5,5,14,143,0,0,0,1,0,0,,,,,1080,1080,2019-09-12T10:23:00.000+05:30,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPc1002,1,1,0,0,0,,3,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Somnath Sarkar,Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,4075,a1191541-87e7-4b1e-8004-09e7b48746c7,2019-09-12T06:49:40,26
2019-09-12T10:27:39.205+05:30,2019-09-12T12:18:48.807+05:30,,,352155091473740,58,1,22.5513942 88.3992999 -54.400001525878906 5.0,22.5513942,88.3992999,-54.40000153,5,14,142,0,0,1,0,0,0,,,,,1080,1080,2019-09-12T10:29:00.000+05:30,3,1,,,,,,,,,,,,,,,,,,,,FPb1002,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Suvankar Mandal,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4076,29e30733-72d0-4025-9655-379b048a642a,2019-09-12T06:49:43,27
2019-09-12T10:35:51.158+05:30,2019-09-12T12:19:04.788+05:30,,,352155091473740,58,1,22.5514185 88.3992801 -56.79999923706055 5.0,22.5514185,88.3992801,-56.79999924,5,14,145,0,1,0,0,0,0,,,,,1080,1080,2019-09-12T10:36:00.000+05:30,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPe1002,4 5,0,0,0,0,1,1,,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Buddhadeb Samaddar,Suvankar Mandal,1,v4b25iaRzrPMkey35XgBep,4077,541c73f8-e2bf-4d3a-be38-ebe07d3120e7,2019-09-12T06:49:46,28
2019-09-12T10:40:06.329+05:30,2019-09-12T12:18:59.686+05:30,,,352155091473740,58,1,22.5513541 88.3993612 -11.600000381469727 5.0,22.5513541,88.3993612,-11.60000038,5,14,144,1,0,0,0,0,0,,,,,1080,1080,2019-09-12T10:42:00.000+05:30,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPd1002,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Biplab Jash,Suvankar Mandal,1,v4b25iaRzrPMkey35XgBep,4078,9a439813-54ab-46b7-a491-35dee14ad5c7,2019-09-12T06:49:50,29
2019-09-12T10:45:11.431+05:30,2019-09-12T12:18:42.585+05:30,,,352155091473740,58,1,22.5513774 88.3993761 -35.099998474121094 5.0,22.5513774,88.3993761,-35.09999847,5,14,141,0,0,0,0,1,0,,,,,1080,1080,2019-09-12T10:46:00.000+05:30,3,1,,,FPa1002,1 3,1,1,0,0,0,,4 5,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Debabrata Maity,Somnath Sarkar,1,v4b25iaRzrPMkey35XgBep,4079,700f5914-3b1f-4b3c-ba63-c82edfb34144,2019-09-12T06:49:54,30
2019-09-17T10:52:11.305+05:30,2019-09-17T16:35:08.983+05:30,,,352155091473740,58,1,22.5530486 88.3988539 -68.4000015258789 4.5,22.5530486,88.3988539,-68.40000153,4.5,15,,,,,,,,151,1,0,0,1007,1007,2019-09-17T10:54:00.000+05:30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COa1003,2,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Suvankar Mandal,Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,4299,f34f312f-d93e-4abc-9362-0ed10a088d59,2019-09-17T11:05:36,31
2019-09-17T10:58:50.954+05:30,2019-09-17T16:35:20.925+05:30,,,352155091473740,58,1,22.5530611 88.3989044 -67.4000015258789 4.5,22.5530611,88.3989044,-67.40000153,4.5,15,,,,,,,,152,0,0,1,1007,1007,2019-09-17T10:59:00.000+05:30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,COb1007,88,Plastic,88,Cycle,1,COb1008,88,Linen,88,Bed Cover,1,COb1009,2,,4,,0,,,,,,,,,,,,,,,,Sample collected by Suvankar Mandal,Debabrata Maity,1,v4b25iaRzrPMkey35XgBep,4300,b5bc81cf-e1d1-4948-ab07-8559561515dc,2019-09-17T11:05:38,32
2019-09-17T11:33:56.236+05:30,2019-09-17T16:35:13.947+05:30,,,352155091473740,58,1,22.5521197 88.3990847 -36.900001525878906 5.0,22.5521197,88.3990847,-36.90000153,5,15,,,,,,,,151,1,0,0,1039,1039,2019-09-17T11:35:00.000+05:30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COa1004,2,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sample collected by Buddhadeb Samaddar,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4302,6f9eec19-622b-4589-8d38-9ac482908102,2019-09-17T11:05:41,33
2019-09-17T11:40:05.914+05:30,2019-09-17T16:35:27.038+05:30,,,352155091473740,58,1,22.5521039 88.3991786 -45.5 4.5,22.5521039,88.3991786,-45.5,4.5,15,,,,,,,,152,0,0,1,1039,1039,2019-09-17T11:42:00.000+05:30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,COb1010,2,,1,,1,COb1011,88,Plastic,2,,1,COb1012,2,,4,,0,,,,,,,,,,,,,,,,Sample collected by Buddhadeb Samaddar,Biplab Jash,1,v4b25iaRzrPMkey35XgBep,4303,581629e4-168d-4130-a88a-8c3df31910ce,2019-09-17T11:05:43,34
