id,response,choice
1190,77,62
1191,77,58
1192,77,21
1193,77,27
1194,77,33
1195,77,50
1196,77,47
1198,77,72
1199,77,51
1200,78,38
1201,78,39
1202,78,74
1203,78,2
1204,78,70
1205,78,67
1206,78,63
1207,78,57
1208,78,24
1209,78,28
1210,78,33
1211,78,50
1212,78,44
1214,78,72
1215,78,54
1216,39,79
1217,79,34
1218,79,39
1219,79,76
1220,79,74
1221,79,1
1222,79,70
1223,79,67
1224,79,63
1225,79,58
1226,79,21
1227,79,27
1228,79,30
1229,79,50
1230,79,44
1232,79,72
1233,79,53
1234,80,37
1235,80,39
1236,80,73
1237,80,2
1238,80,69
1239,80,67
1240,80,63
1241,80,57
1242,80,24
1243,80,28
1244,80,33
1245,80,49
1246,80,44
1248,80,71
1249,80,54
1250,81,36
1251,81,39
1252,81,74
1253,81,2
1254,81,69
1255,81,67
1256,81,62
1257,81,57
1258,81,24
1259,81,27
1260,81,33
1261,81,50
1262,81,44
1264,81,72
1265,81,54
1266,76,79
1267,77,79
1268,78,79
1269,79,79
1270,80,79
1272,82,36
1273,82,39
1274,82,74
1275,82,1
1276,82,70
1277,82,65
1278,82,61
1279,82,57
1280,82,21
1281,82,25
1282,82,30
1283,82,49
1284,82,44
1286,82,72
1287,82,52
1288,83,34
1289,83,39
1290,83,74
1291,83,2
1292,83,70
1293,83,65
1294,83,60
1295,83,55
1296,83,23
1297,83,27
1298,83,30
1299,83,49
1300,83,44
1301,83,79
1302,83,72
1303,83,53
1304,82,79
1305,84,36
1306,84,39
1307,84,73
1308,84,1
1309,84,69
1310,84,68
1311,84,62
1312,84,57
1313,84,21
1314,84,27
1315,84,30
1316,84,49
1317,84,44
1318,84,79
1319,84,71
1320,84,53
1321,85,34
1322,85,39
1323,85,74
1324,85,1
1325,85,70
1326,85,66
1327,85,62
1328,85,55
1329,85,22
1330,85,26
1331,85,30
1332,85,49
1333,85,44
1335,85,72
1336,85,53
1337,86,37
1338,86,39
1339,86,74
1340,86,1
1341,86,70
1342,86,67
1343,86,63
1344,86,55
1345,86,23
1346,86,27
1347,86,30
1348,86,50
1349,86,44
1351,86,72
1352,86,53
1353,87,36
1354,87,39
1355,87,74
1356,87,1
1357,87,70
1358,87,64
1359,87,62
1360,87,57
1361,87,21
1362,87,27
1363,87,32
1364,87,50
1365,87,44
1367,87,72
1368,87,54
1369,88,36
1370,88,39
1371,88,74
1372,88,1
1373,88,70
1374,88,64
1375,88,60
1376,88,55
1377,88,23
1378,88,27
1379,88,32
1380,88,50
1381,88,44
1383,88,72
1384,88,51
1385,89,36
1386,89,39
1387,89,73
1388,89,2
1389,89,69
1390,89,64
1391,89,62
1392,89,57
1393,89,23
1394,89,26
1395,89,32
1396,89,50
1397,89,44
1399,89,71
1400,89,53
1402,90,36
1403,90,40
1404,90,74
1405,90,1
1406,90,70
1407,90,65
1408,90,62
1409,90,57
1410,90,23
1411,90,25
1412,90,32
1413,90,50
1414,90,45
1417,90,72
1418,90,53
1419,86,79
1420,86,81
1421,87,79
1422,87,81
1423,88,79
1424,89,78
1425,89,79
1426,90,78
1427,90,79
1428,91,36
1429,91,40
1430,91,74
1431,91,1
1432,91,70
1433,91,64
1434,91,62
1435,91,58
1436,91,23
1437,91,25
1438,91,32
1439,91,50
1440,91,45
1441,91,78
1442,91,79
1443,91,72
1444,91,53
1445,92,36
1446,92,42
1447,92,74
1448,92,2
1449,92,70
1450,92,64
1451,92,62
1452,92,57
1453,92,23
1454,92,27
1455,92,32
1456,92,50
1457,92,47
1458,92,78
1459,92,79
1460,92,72
1461,92,53
1462,93,38
1463,93,42
1464,93,74
1465,93,2
1466,93,70
1467,93,67
1468,93,63
1469,93,56
1470,93,22
1471,93,25
1472,93,32
1473,93,50
1474,93,47
1476,93,72
1477,93,54
1478,94,35
1479,94,39
1480,94,73
1481,94,1
1482,94,69
1483,94,65
1484,94,63
1485,94,57
1486,94,24
1487,94,49
1488,94,44
1489,94,27
1490,94,32
1491,94,78
1492,94,71
1493,94,53
1494,95,35
1495,95,41
1496,95,73
1497,95,2
1498,95,69
1499,95,64
1500,95,63
1501,95,58
1502,95,23
1503,95,50
1504,95,46
1505,95,27
1506,95,32
1507,95,78
1508,95,71
1509,95,54
1510,96,36
1511,96,39
1512,96,74
1513,96,2
1514,96,70
1515,96,66
1516,96,62
1517,96,57
1518,96,23
1519,96,50
1520,96,44
1521,96,27
1522,96,31
1523,96,79
1524,96,72
1525,96,53
1526,97,35
1527,97,39
1528,97,74
1529,97,2
1530,97,70
1531,97,65
1532,97,61
1533,97,58
1534,97,22
1535,97,50
1536,97,44
1537,97,25
1538,97,30
1539,97,79
1540,97,72
1541,97,54
1542,98,35
1543,98,39
1544,98,74
1545,98,1
1546,98,70
1547,98,65
1548,98,62
1549,98,57
1550,98,22
1551,98,49
1552,98,44
1553,98,25
1554,98,30
1555,98,79
1556,98,72
1557,98,53
1558,99,35
1559,99,39
1560,99,74
1561,99,2
1562,99,70
1563,99,65
1564,99,62
1565,99,55
1566,99,21
1567,99,49
1568,99,44
1569,99,27
1570,99,31
1571,99,78
1572,99,72
1573,99,54
1574,100,36
1575,100,39
1576,100,74
1577,100,2
1578,100,70
1579,100,65
1580,100,61
1581,100,55
1582,100,22
1583,100,50
1584,100,44
1585,100,26
1586,100,30
1587,100,79
1588,100,72
1589,100,53
1590,101,34
1591,101,39
1592,101,74
1593,101,1
1594,101,70
1595,101,65
1596,101,63
1597,101,57
1598,101,21
1599,101,50
1600,101,44
1601,101,27
1602,101,31
1604,101,72
1605,101,53
1606,102,35
1607,102,39
1608,102,74
1609,102,1
1610,102,70
1611,102,65
1612,102,63
1613,102,57
1614,102,22
1615,102,50
1616,102,44
1617,102,26
1618,102,31
1620,102,72
1621,102,53
1622,103,35
1623,103,39
1624,103,74
1625,103,1
1626,103,70
1627,103,66
1628,103,63
1629,103,56
1630,103,23
1631,103,49
1632,103,46
1633,103,27
1634,103,32
1635,103,79
1636,103,72
1637,103,53
1638,104,34
1639,104,39
1640,104,74
1641,104,1
1642,104,70
1643,104,65
1644,104,60
1645,104,57
1646,104,22
1647,104,49
1648,104,45
1649,104,27
1650,104,30
1652,104,72
1653,104,53
1654,105,35
1655,105,39
1656,105,74
1657,105,1
1658,105,70
1659,105,65
1660,105,62
1661,105,56
1662,105,21
1663,105,50
1664,105,44
1665,105,27
1666,105,30
1667,105,79
1668,105,72
1669,105,52
1670,116,33
1671,116,78
1672,116,73
1673,116,39
1674,116,71
1675,116,2
1676,116,29
1677,116,24
1678,116,63
1679,116,64
1680,116,69
1681,116,37
1682,116,44
1683,116,49
1684,116,53
1685,116,57
1686,117,33
1687,117,78
1688,117,73
1689,117,39
1690,117,71
1691,117,2
1692,117,27
1693,117,24
1694,117,63
1695,117,68
1696,117,69
1697,117,37
1698,117,44
1699,117,49
1700,117,54
1701,117,57
1702,118,32
1703,118,78
1704,118,74
1705,118,39
1706,118,72
1707,118,1
1708,118,28
1709,118,23
1710,118,62
1711,118,64
1712,118,70
1713,118,37
1714,118,44
1715,118,49
1716,118,53
1717,118,58
1718,119,30
1719,119,81
1720,119,74
1721,119,42
1722,119,72
1723,119,2
1724,119,27
1725,119,21
1726,119,63
1727,119,67
1728,119,70
1729,119,36
1730,119,47
1731,119,50
1732,119,54
1733,119,58
1734,120,32
1736,120,73
1737,120,39
1738,120,71
1739,120,2
1740,120,27
1741,120,23
1742,120,63
1743,120,64
1744,120,69
1745,120,37
1746,120,44
1747,120,49
1748,120,53
1749,120,58
1750,121,33
1751,121,78
1752,121,73
1753,121,39
1754,121,71
1755,121,1
1756,121,28
1757,121,24
1758,121,63
1759,121,66
1760,121,69
1761,121,37
1762,121,44
1763,121,49
1764,121,54
1765,121,58
1766,120,79
1767,120,81
1768,122,33
1771,122,74
1772,122,39
1773,122,72
1774,122,2
1775,122,27
1776,122,24
1777,122,62
1778,122,66
1779,122,70
1780,122,36
1781,122,44
1782,122,49
1783,122,53
1784,122,57
1785,123,33
1786,123,81
1787,123,73
1788,123,39
1789,123,71
1790,123,1
1791,123,28
1792,123,24
1793,123,62
1794,123,66
1795,123,69
1796,123,37
1797,123,44
1798,123,49
1799,123,53
1800,123,58
1801,124,32
1802,124,81
1803,124,73
1804,124,39
1805,124,71
1806,124,1
1807,124,29
1808,124,24
1809,124,62
1810,124,67
1811,124,69
1812,124,36
1813,124,44
1814,124,49
1815,124,54
1816,124,58
1817,125,33
1818,125,79
1819,125,73
1820,125,39
1821,125,71
1822,125,1
1823,125,29
1824,125,24
1825,125,63
1826,125,66
1827,125,69
1828,125,37
1829,125,44
1830,125,49
1831,125,54
1832,125,57
1833,126,33
1834,126,81
1835,126,73
1836,126,39
1837,126,71
1838,126,1
1839,126,27
1840,126,24
1841,126,63
1842,126,66
1843,126,69
1844,126,36
1845,126,44
1846,126,49
1847,126,53
1848,126,57
1849,127,33
1850,127,78
1851,127,73
1852,127,39
1853,127,71
1854,127,2
1855,127,28
1856,127,24
1857,127,63
1858,127,64
1859,127,69
1860,127,38
1861,127,44
1862,127,50
1863,127,53
1864,127,55
1865,128,33
1866,128,79
1867,128,74
1868,128,39
1869,128,72
1870,128,2
1871,128,28
1872,128,24
1873,128,63
1874,128,67
1875,128,70
1876,128,38
1877,128,44
1878,128,49
1879,128,54
1880,128,58
1881,129,33
1882,129,78
1883,129,73
1884,129,39
1885,129,71
1886,129,1
1887,129,27
1888,129,23
1889,129,62
1890,129,66
1891,129,69
1892,129,36
1893,129,44
1894,129,49
1895,129,54
1896,129,57
1897,130,32
1899,130,73
1900,130,39
1901,130,71
1902,130,1
1903,130,27
1904,130,23
1905,130,62
1906,130,66
1907,130,69
1908,130,36
1909,130,44
1910,130,49
1911,130,53
1912,130,57
1913,130,79
1914,131,33
1915,131,81
1916,131,73
1917,131,42
1918,131,71
1919,131,1
1920,131,25
1921,131,21
1922,131,62
1923,131,67
1924,131,69
1925,131,37
1926,131,47
1927,131,49
1928,131,54
1929,131,58
1930,132,32
1931,132,78
1932,132,74
1933,132,43
1934,132,72
1935,132,1
1936,132,26
1937,132,23
1938,132,62
1939,132,66
1940,132,70
1941,132,36
1942,132,48
1943,132,50
1944,132,54
1945,132,57
1946,133,32
1948,133,73
1949,133,39
1950,133,71
1951,133,1
1952,133,27
1953,133,23
1954,133,62
1955,133,66
1956,133,69
1957,133,36
1958,133,44
1959,133,50
1960,133,54
1961,133,58
1962,134,32
1963,134,79
1964,134,73
1965,134,39
1966,134,71
1967,134,2
1968,134,27
1969,134,23
1970,134,62
1971,134,66
1972,134,69
1973,134,36
1974,134,44
1975,134,49
1976,134,52
1977,134,56
1978,135,33
1979,135,79
1980,135,73
1981,135,39
1982,135,71
1983,135,2
1984,135,28
1985,135,24
1986,135,63
1987,135,68
1988,135,69
1989,135,37
1990,135,44
1991,135,49
1992,135,54
1993,135,57
1994,136,30
1995,136,79
1996,136,74
1997,136,39
1998,136,72
1999,136,2
2000,136,25
2001,136,23
2002,136,60
2003,136,67
2004,136,70
2005,136,34
2006,136,44
2007,136,49
2008,136,53
2009,136,57
2010,137,69
2011,137,27
2012,137,62
2013,137,57
2014,137,34
2015,137,39
2016,137,73
2017,137,1
2018,137,53
2019,137,50
2020,137,44
2021,137,71
2022,137,24
2023,137,67
2024,137,32
2025,137,79
2026,138,69
2027,138,25
2028,138,62
2029,138,57
2030,138,36
2031,138,39
2032,138,73
2033,138,1
2034,138,53
2035,138,50
2036,138,44
2037,138,71
2038,138,23
2039,138,66
2040,138,32
2042,139,69
2043,139,27
2044,139,62
2045,139,57
2046,139,34
2047,139,39
2048,139,73
2049,139,2
2050,139,54
2051,139,50
2052,139,44
2053,139,71
2054,139,24
2055,139,67
2056,139,30
2057,139,79
2058,140,69
2059,140,27
2060,140,63
2061,140,58
2062,140,36
2063,140,39
2064,140,73
2065,140,2
2066,140,54
2067,140,50
2068,140,44
2069,140,71
2070,140,23
2071,140,66
2072,140,30
2074,141,69
2075,141,28
2076,141,62
2077,141,58
2078,141,36
2079,141,42
2080,141,73
2081,141,2
2082,141,54
2083,141,50
2084,141,47
2085,141,71
2086,141,23
2087,141,66
2088,141,30
2089,141,79
2090,142,69
2091,142,26
2092,142,62
2093,142,56
2094,142,34
2095,142,39
2096,142,74
2097,142,1
2098,142,54
2099,142,49
2100,142,44
2101,142,72
2102,142,23
2103,142,67
2104,142,30
2105,142,79
2106,143,70
2107,143,25
2108,143,61
2109,143,58
2110,143,34
2111,143,39
2112,143,74
2113,143,1
2114,143,54
2115,143,50
2116,143,44
2117,143,72
2118,143,21
2119,143,66
2120,143,30
2121,143,79
2122,144,70
2123,144,27
2124,144,60
2125,144,56
2126,144,35
2127,144,42
2128,144,74
2129,144,1
2130,144,53
2131,144,49
2132,144,47
2133,144,72
2134,144,23
2135,144,66
2136,144,32
2138,145,70
2139,145,26
2140,145,61
2141,145,57
2142,145,36
2143,145,39
2144,145,74
2145,145,2
2146,145,53
2147,145,49
2148,145,44
2149,145,72
2150,145,22
2151,145,66
2152,145,31
2153,145,79
2154,146,69
2155,146,27
2156,146,62
2157,146,57
2158,146,34
2159,146,39
2160,146,73
2161,146,1
2162,146,53
2163,146,50
2164,146,44
2165,146,71
2166,146,23
2167,146,66
2168,146,30
2169,146,79
2170,147,69
2171,147,26
2172,147,62
2173,147,57
2174,147,34
2175,147,39
2176,147,73
2177,147,1
2178,147,53
2179,147,49
2180,147,44
2181,147,71
2182,147,23
2183,147,66
2184,147,30
2186,148,70
2187,148,25
2188,148,63
2189,148,57
2190,148,34
2191,148,39
2192,148,74
2193,148,1
2194,148,54
2195,148,49
2196,148,44
2197,148,72
2198,148,23
2199,148,66
2200,148,32
2201,148,78
2202,147,79
2203,149,69
2204,149,27
2205,149,63
2206,149,58
2207,149,37
2208,149,39
2209,149,73
2210,149,1
2211,149,54
2212,149,50
2213,149,44
2214,149,71
