sample_type,sampleid,col_start_dt,col_end_dt,subscriberid.x,simserial.x,deviceid.x,col_ward,col_sw_type,col_sw_trigger,col_sw_trigger_nr,col_fb_loc,col_id_val,col_ms_psid,col_ms_in,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_sw,col_sw_flow,col_sw_lining,col_sw_lining_other,col_ms,col_ms_water_level,col_ms_water_flow,col_ms_size,col_ms_lining,col_ms_lining_oth,col_surfw,col_surfw_flow,col_dw,col_dw_interm,col_dw_type,col_dw_type_other,col_close,col_notes,col_enum,col_photo,__version__.x,_id.x,_uuid.x,_submission_time.x,_index.x,lab_start_dt,subscriberid.y,simserial.y,deviceid.y,today,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type_fp,lab_sample_type_co,lab_id_val,lab_received,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_p_weight,lab_sf_weight,lab_da_weight,lab_pa_weight,lab_1_note,lab_1_dil_tested,lab_1_volume,lab_1_ecoli_reading_membrane,lab_1_ecoli_membrane,lab_2_dil_tested,lab_2_volume,lab_2_ecoli_reading_membrane,lab_2_ecoli_membrane,lab_3_dilution_performed,lab_3_dil_tested,lab_3_volume,lab_3_ecoli_reading_membrane,lab_3_ecoli_membrane,lab_closing,lab_notes,lab_enum,lab_photo,__version__.y,_id.y,_uuid.y,_submission_time.y,_index.y,lab_1_ecoli,lab_2_ecoli,lab_3_ecoli,ec_dil1,ec_dil2,ec_dil3,ec_ecnt1,ec_ecnt2,ec_ecnt3,ec_denom,count1,count2,dil1,dil2,count3,dil3,ec_conc,ward
11,PLC1143,2019/12/17 07:11:55,2019/12/17 09:43:52,NA,NA,352155090281144,59,4,1,K24127,NA,PLc1143,NA,NA,2019/12/17 07:13:00,22.5451897 88.383436 -52.29999923706055 5.0,22.5451897,88.383436,-52.2999992370605,5,1,1,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mandal,Somnath Sarkar,1,vE4SKU9CYkRLMcog6XWGph,6435,c7302fa7-e666-43c4-a40b-f03d05f7e3c1,2019/12/17 09:44:16,494,2019/12/19 19:01:16,subscriberid not found,simserial not found,enketo.sanipath.org:hSyuNcpgwTIMP2tW,2019/12/19 00:00:00,2019/12/19 19:02:55,59,1,NA,NA,PLc1143,2019/12/17 19:45:00,2019/12/17 21:30:00,2019/12/17 22:00:00,2019/12/18 22:00:00,NA,NA,NA,NA,NA,3,1,3,0,2,1,3,0,1,1,1,3,0,NA,"Red colony count: 1:10^4 -5; 1:10^5 - 00; 1:10^6 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,6542,b39da84c-805c-4d2b-aef9-bf9b4266f41d,2019/12/19 06:29:51,603,0,0,0,1e-4,1e-5,1e-6,0,0,0,100,0,0,1e-4,1e-5,0,1e-6,500000,59
11,PLC1144,2019/12/19 06:07:11,2019/12/19 11:39:40,NA,NA,352155090180007,59,4,1,K26351,NA,PLc1144,NA,NA,2019/12/19 06:08:00,22.5407145 88.3764334 -27.5 4.5,22.5407145,88.3764334,-27.5,4.5,1,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mondal,Buddhadeb Samaddar,1,vE4SKU9CYkRLMcog6XWGph,6549,037c8d50-5b2e-4d53-90cf-2c9eb88371ee,2019/12/19 11:41:11,505,2020/01/13 05:20:45,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/01/13 00:00:00,2020/01/13 05:22:25,59,1,NA,NA,PLc1144,2019/12/19 08:30:00,2019/12/19 09:00:00,2019/12/19 09:30:00,2019/12/20 09:30:00,NA,NA,NA,NA,NA,3,1,1,NA,2,1,3,25,1,1,1,3,0,NA,"Red colony count: 1:10^4 - 7; 1:10^5 - 2; 1:10^6 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,7138,cb2802fb-15cd-4f6d-be59-6177c8487375,2020/01/13 06:18:59,608,999,25,0,1e-4,1e-5,1e-6,999,25,0,100,999,25,1e-4,1e-5,0,1e-6,250000000,59
11,PLC1145,2019/12/19 06:25:57,2019/12/19 11:39:49,NA,NA,352155090180007,59,4,1,K2234546,NA,PLc1145,NA,NA,2019/12/19 06:26:00,22.5409723 88.3758442 -42.900001525878906 5.0,22.5409723,88.3758442,-42.9000015258789,5,1,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vE4SKU9CYkRLMcog6XWGph,6551,bf935de8-87cb-4e6e-9cb9-8517ca970154,2019/12/19 11:41:17,507,2020/01/13 05:23:47,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/01/13 00:00:00,2020/01/13 05:25:26,59,1,NA,NA,PLc1145,2019/12/19 08:30:00,2019/12/19 09:00:00,2019/12/19 09:30:00,2019/12/20 09:30:00,NA,NA,NA,NA,NA,3,1,3,8,2,1,3,2,1,1,1,3,1,NA,"Red colony count: 1:10^4 -6; 1:10^5 - 2; 1:10^6 - 00, Each sample vol tested 1ml",6,1,vWNdHeMtQ9ziuCJ2zngErs,7140,884226a0-424c-4dd8-9aa4-7395f2c9b804,2020/01/13 06:22:01,610,8,2,1,1e-4,1e-5,1e-6,8,2,1,100,8,2,1e-4,1e-5,1,1e-6,NA,59
11,PLC1146,2019/12/19 06:59:35,2019/12/19 11:39:53,NA,NA,352155090180007,59,4,1,K21351,NA,PLc1146,NA,NA,2019/12/19 07:00:00,22.5413836 88.376075 -62.70000076293945 5.0,22.5413836,88.376075,-62.7000007629394,5,1,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Suvankar Mondal,1,vE4SKU9CYkRLMcog6XWGph,6553,fdeecd55-ee63-4496-ab29-687f2d47d4fd,2019/12/19 11:41:30,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1147,2019/12/19 07:10:24,2019/12/19 11:39:58,NA,NA,352155090180007,59,4,1,K22117,NA,PLc1147,NA,NA,2019/12/19 07:10:00,22.5416874 88.3747756 -62.099998474121094 5.0,22.5416874,88.3747756,-62.099998474121,5,1,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata Maity,Somnath Sarkar,1,vE4SKU9CYkRLMcog6XWGph,6555,f56bbec7-7536-4090-a304-6821f869ed13,2019/12/19 11:41:45,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1148,2019/12/19 07:23:17,2019/12/19 11:40:03,NA,NA,352155090180007,59,4,1,K2100102,NA,PLc1148,NA,NA,2019/12/19 07:23:00,22.5410869 88.374388 -36.79999923706055 5.0,22.5410869,88.374388,-36.7999992370605,5,1,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mondal,Buddhadeb Samaddar,1,vE4SKU9CYkRLMcog6XWGph,6557,fa9e0645-700f-4ffc-a80b-0525c43784d1,2019/12/19 11:41:56,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1149,2019/12/19 08:20:40,2019/12/19 11:40:07,NA,NA,352155090180007,58,4,1,K15193,NA,PLc1149,NA,NA,2019/12/19 08:21:00,22.5535227 88.3856469 -55.20000076293945 5.0,22.5535227,88.3856469,-55.2000007629394,5,1,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata Maity,Buddhadeb Samaddar,1,vE4SKU9CYkRLMcog6XWGph,6559,a64b4bce-a002-46a5-a69d-d196d9ec2cea,2019/12/19 11:42:05,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,58
11,PLC1150,2019/12/23 06:06:50,2019/12/23 09:22:04,NA,NA,352155090281144,59,4,1,K21351,NA,PLc1150,NA,NA,2019/12/23 06:07:00,22.5413885 88.3760497 -53.5 5.0,22.5413885,88.3760497,-53.5,5,1,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mandal,Buddhadeb Samaddar,1,vE4SKU9CYkRLMcog6XWGph,6633,0bf23309-d1fd-4f67-a440-b3e39ceb8df5,2019/12/23 09:22:26,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1151,2019/12/23 06:20:11,2019/12/23 09:22:08,NA,NA,352155090281144,59,4,1,K22345K22346,NA,PLc1151,NA,NA,2019/12/23 06:21:00,22.5409209 88.3758066 -49.5 5.0,22.5409209,88.3758066,-49.5,5,1,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vE4SKU9CYkRLMcog6XWGph,6635,d7a78b9a-feba-403e-93f3-ecb0b118406a,2019/12/23 09:22:31,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1152,2019/12/23 06:36:25,2019/12/23 09:22:13,NA,NA,352155090281144,59,4,1,K21002,NA,PLc1152,NA,NA,2019/12/23 06:51:00,22.5411321 88.3742883 -41.29999923706055 5.0,22.5411321,88.3742883,-41.2999992370605,5,1,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Suvankar Mandal,1,vE4SKU9CYkRLMcog6XWGph,6637,e20c3b5a-cbf4-423f-8c56-5d818d779a61,2019/12/23 09:22:36,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1153,2019/12/23 07:03:43,2019/12/23 09:22:19,NA,NA,352155090281144,59,4,1,K22207,NA,PLc1153,NA,NA,2019/12/23 07:04:00,22.5414785 88.3753743 -40.70000076293945 5.0,22.5414785,88.3753743,-40.7000007629394,5,1,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata Maity,Somnath Sarkar,1,vE4SKU9CYkRLMcog6XWGph,6639,a5e9218a-9dc4-4469-9fac-60f703781666,2019/12/23 09:22:41,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1154,2019/12/26 06:03:07,2019/12/30 09:22:36,NA,NA,352155090180007,59,4,1,K21351,NA,PLc1154,NA,NA,2019/12/26 06:04:00,22.541348 88.3760346 -44.79999923706055 5.0,22.541348,88.3760346,-44.7999992370605,5,2,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Biplab Jash,1,vE4SKU9CYkRLMcog6XWGph,6740,03e6d769-30df-4881-95f8-07dd6fbf2a25,2019/12/30 09:24:38,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1155,2019/12/26 06:14:26,2019/12/30 09:22:46,NA,NA,352155090180007,59,4,1,"c(""K22345"", "" K22346"")",NA,PLc1155,NA,NA,2019/12/26 06:15:00,22.5409122 88.3757935 -47.5 5.0,22.5409122,88.3757935,-47.5,5,2,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vE4SKU9CYkRLMcog6XWGph,6742,327458b0-0798-4fd5-9841-594fb4226d76,2019/12/30 09:24:49,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1156,2019/12/26 06:26:46,2019/12/30 09:22:56,NA,NA,352155090180007,59,4,1,K22207,NA,PLc1156,NA,NA,2019/12/26 06:27:00,22.5413604 88.3751857 -83.5 4.0,22.5413604,88.3751857,-83.5,4,2,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Biplab Jash,Buddhadeb Samaddar,1,vE4SKU9CYkRLMcog6XWGph,6744,fd7a8960-a53c-4b1b-9c88-7d942dc5804a,2019/12/30 09:25:10,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1157,2019/12/26 06:41:05,2019/12/30 09:23:06,NA,NA,352155090180007,59,4,1,K21002,NA,PLc1157,NA,NA,2019/12/26 06:41:00,22.5410753 88.3743655 -35.599998474121094 5.0,22.5410753,88.3743655,-35.599998474121,5,2,0,0,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata Maity,Somnath Sarkar,1,vE4SKU9CYkRLMcog6XWGph,6746,df63d9f3-596d-44f5-8f5a-e1dbb87453c6,2019/12/30 09:25:13,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1158,2019/12/27 06:21:03,2019/12/30 09:23:17,NA,NA,352155090180007,59,4,1,K19307,NA,PLc1158,NA,NA,2019/12/27 06:21:00,22.5399645 88.3767263 3.0 5.0,22.5399645,88.3767263,3,5,2,1,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Biplab Jash,1,vE4SKU9CYkRLMcog6XWGph,6748,4eaf67c2-88eb-4de4-9bcf-f35a8a54abda,2019/12/30 09:25:16,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1159,2019/12/27 06:38:09,2019/12/30 09:23:31,NA,NA,352155090180007,59,4,1,K24127,NA,PLc1159,NA,NA,2019/12/27 07:05:00,22.5451688 88.3834561 -58.70000076293945 4.5,22.5451688,88.3834561,-58.7000007629394,4.5,2,1,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vE4SKU9CYkRLMcog6XWGph,6750,77ad2cea-ada2-4ad2-84ae-ce6a420105b7,2019/12/30 09:25:19,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1160,2019/12/30 06:14:14,2019/12/30 09:23:44,NA,NA,352155090180007,59,4,1,K21351,NA,PLc1160,NA,NA,2019/12/30 06:16:00,22.5414331 88.3761543 -65.4000015258789 7.5,22.5414331,88.3761543,-65.4000015258789,7.5,1,0,1,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb,Somnath Sarkar,1,vE4SKU9CYkRLMcog6XWGph,6752,ac56ace0-4b73-4ce6-917c-3eddb2b203b5,2019/12/30 09:26:19,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1161,2019/12/30 06:37:16,2019/12/30 09:48:13,NA,NA,352155091473740,59,4,1,"c(""K22345"", "" K22346"")",NA,PLc1161,NA,NA,2019/12/30 06:47:00,22.5409504 88.3758742 -72.5999984741211 5.0,22.5409504,88.3758742,-72.5999984741211,5,1,0,1,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath,Suvankar Mandal,1,vE4SKU9CYkRLMcog6XWGph,6754,92da1ddd-20f4-48a1-979b-b148a93ee617,2019/12/30 09:49:06,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1162,2019/12/30 07:16:28,2019/12/30 09:48:18,NA,NA,352155091473740,59,4,1,K21002,NA,PLc1162,NA,NA,2019/12/30 07:17:00,22.5411262 88.3744416 -40.0 5.0,22.5411262,88.3744416,-40,5,1,0,1,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath,Abhijit,0,vE4SKU9CYkRLMcog6XWGph,6756,cfcb2782-a093-451c-a3ac-37e7300a9f66,2019/12/30 09:49:12,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1163,2019/12/30 07:29:33,2019/12/30 09:48:23,NA,NA,352155091473740,59,4,1,K22207,NA,PLc1163,NA,NA,2019/12/30 07:30:00,22.5414908 88.3753265 -56.20000076293945 5.0,22.5414908,88.3753265,-56.2000007629394,5,1,0,1,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb,Abhijit,1,vE4SKU9CYkRLMcog6XWGph,6758,f34c2689-10aa-4707-81b3-7567a2f559c4,2019/12/30 09:49:17,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1164,2020/01/02 05:58:39,2020/01/02 09:32:23,NA,NA,352155090281144,59,4,1,K24127,NA,PLc1164,NA,NA,2020/01/02 06:00:00,22.5451346 88.3833951 -52.400001525878906 5.0,22.5451346,88.3833951,-52.4000015258789,5,2,0,0,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mandal,Ashis Saha,1,vE4SKU9CYkRLMcog6XWGph,6914,1ee8d029-3cd1-4455-9ba7-e048b7b9756c,2020/01/02 09:33:17,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1165,2020/01/02 06:27:13,2020/01/02 09:32:29,NA,NA,352155090281144,59,4,1,K21351,NA,PLc1165,NA,NA,2020/01/02 06:28:00,22.5412892 88.3759717 -17.600000381469727 5.0,22.5412892,88.3759717,-17.6000003814697,5,2,0,0,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Debabrata Maity,1,vE4SKU9CYkRLMcog6XWGph,6916,f2873f8a-f9a0-4a9e-8329-69a1f00cc92b,2020/01/02 09:33:23,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1166,2020/01/02 06:37:54,2020/01/02 09:32:34,NA,NA,352155090281144,59,4,1,K22345K22346,NA,PLc1166,NA,NA,2020/01/02 06:38:00,22.5409096 88.3759857 -98.5999984741211 4.5,22.5409096,88.3759857,-98.5999984741211,4.5,2,0,0,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Asish Saha,Suvankar Mandal,1,vE4SKU9CYkRLMcog6XWGph,6918,c5737e41-11af-42aa-bf11-d339b8e42390,2020/01/02 09:33:27,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1167,2020/01/02 06:54:56,2020/01/02 09:32:40,NA,NA,352155090281144,59,4,1,K22207,NA,PLc1167,NA,NA,2020/01/02 06:56:00,22.5415415 88.3753921 -70.0 5.0,22.5415415,88.3753921,-70,5,2,0,0,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata Maity,Buddhadeb Samaddar,0,vE4SKU9CYkRLMcog6XWGph,6920,dc6d17cc-635f-4d7a-9ec1-aa13e892fa27,2020/01/02 09:33:33,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1168,2020/01/02 07:12:14,2020/01/02 09:32:45,NA,NA,352155090281144,59,4,1,K21002,NA,PLc1168,NA,NA,2020/01/02 07:13:00,22.5411259 88.374347 -45.79999923706055 5.0,22.5411259,88.374347,-45.7999992370605,5,2,0,0,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mandal,Ashis Saha,1,vE4SKU9CYkRLMcog6XWGph,6922,decca839-1a0f-484a-84e9-97e69760d7c1,2020/01/02 09:33:39,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
11,PLC1169,2020/01/06 06:32:40,2020/01/06 11:37:38,NA,NA,352155091473740,59,4,1,K21351,NA,PLc1169,NA,NA,2020/01/06 06:33:00,22.5413135 88.3760988 -50.900001525878906 5.0,22.5413135,88.3760988,-50.9000015258789,5,1,0,1,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb Samaddar,Suvankar Mandal,1,vE4SKU9CYkRLMcog6XWGph,6969,578f88e2-7de3-41d1-a383-4dce58f1c78e,2020/01/06 11:38:01,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,59
