sample_type,sampleid,col_start_dt,col_end_dt,subscriberid.x,simserial.x,deviceid.x,col_ward,col_neighborhood,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_pa_group,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_group,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_bw_cl_free,col_bw_cl_total,col_f_group,col_f_latrine_distance,col_p_group,col_p_type,col_p_type_other,col_p_num_note,col_p_num,col_dw_group,col_dw_type,col_dw_type_other,col_dw_container,col_dw_container_lid,col_dw_id,col_dw_cl_free,col_dw_cl_total,col_l_group,col_l_toilet_type,col_l_toilet_type_other,col_l_toilet_stalls,col_l_toilet_feces,col_l_toilet_users,col_l_toilet_hw,col_s_group,col_s_type,col_s_type_other,col_d_group,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_lining_oth,col_d_prompt,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_shops,col_d_hh,col_d_hh_num,col_sf_type,col_sf_type_other,col_da_type,col_da_type_other,col_o_type,col_o_type_other,col_close,col_notes,col_enum,col_photo,__version__.x,_id.x,_uuid.x,_submission_time.x,_index.x,lab_start_dt,subscriberid.y,simserial.y,deviceid.y,today,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type_fp,lab_sample_type_co,lab_id_val,lab_received,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_p_weight,lab_sf_weight,lab_da_weight,lab_pa_weight,lab_1_note,lab_1_dil_tested,lab_1_volume,lab_1_ecoli_reading_membrane,lab_1_ecoli_membrane,lab_2_dil_tested,lab_2_volume,lab_2_ecoli_reading_membrane,lab_2_ecoli_membrane,lab_3_dilution_performed,lab_3_dil_tested,lab_3_volume,lab_3_ecoli_reading_membrane,lab_3_ecoli_membrane,lab_closing,lab_notes,lab_enum,lab_photo,__version__.y,_id.y,_uuid.y,_submission_time.y,_index.y,lab_1_ecoli,lab_2_ecoli,lab_3_ecoli,ec_dil1,ec_dil2,ec_dil3,ec_ecnt1,ec_ecnt2,ec_ecnt3,ec_denom,count1,count2,dil1,dil2,count3,dil3,ec_conc,neighbor
2,RP1005,2019/06/03 05:40:16,2019/06/03 07:58:30,NA,NA,352155091473740,58,1,RP1005,2019/06/03 05:40:00,22.5520671 88.3998121 -35.79999923706055 4.5,22.5520671,88.3998121,-35.7999992370605,4.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tomato,Somnath Sarkar,1,vCBEYpWiADaf9jeVAqWewv,3039,830bb3c6-712d-4384-9ab7-fd57f9fa5bec,2019/06/03 07:59:01,51,2019/06/19 21:14:57,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019/06/19 21:27:28,58,1,NA,NA,RP1005,2019/06/03 20:35:00,2019/06/03 21:00:00,2019/06/04 00:00:00,2019/06/05 00:00:00,103,NA,NA,NA,NA,7,10,2,NA,7,1,2,NA,1,6,1,3,8,NA,"RAW PRODUCE WAS 1 PC TOMATO; THE OBSERVATION FOR RED COLONIES WAS TDTC, TDTC AND TNTC, RESPECTIVELY.",4,0,vGuxuKRNcJh7oUGHdmQvJP,3156,454eaae6-daa2-417a-8e62-a0ad7b92d08b,2019/06/19 08:57:50,66,998,998,8,10,1,0.1,998,998,8,500,998,998,10,1,8,0.1,40000,1
2,RP1006,2019/06/03 05:45:53,2019/06/03 07:58:36,NA,NA,352155091473740,58,1,RP1006,2019/06/03 05:49:00,22.5536275 88.3981761 -66.9000015258789 5.0,22.5536275,88.3981761,-66.9000015258789,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cucumber,Biplab Jash,1,vCBEYpWiADaf9jeVAqWewv,3040,38632cbf-026c-457d-8aaa-42bf64f709fb,2019/06/03 07:59:03,52,2019/06/19 21:27:28,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/06/19 00:00:00,2019/06/19 21:59:48,58,1,NA,NA,RP1006,2019/06/03 20:35:00,2019/06/03 21:00:00,2019/06/04 00:00:00,2019/06/05 00:00:00,57.5,NA,NA,NA,NA,7,10,2,NA,7,1,3,0,1,6,1,3,0,NA,SAMPLE WAS CUCUMBER (1 PC).,"FOR RED COLONIES THE OBSERVATION WAS TDTC, 120 AND 10, RESPECTIVELY. ""SOME SMUDGE BLUE COLONIES"" WERE NOTED FOR 10 ML UNDILUTED SAMPLE.",0,vGuxuKRNcJh7oUGHdmQvJP,3157,601a9862-048e-4828-aa84-38231b76c83d,2019/06/19 09:30:11,67,998,0,0,10,1,0.1,998,0,0,500,998,0,10,1,0,0.1,NA,1
2,RP1007,2019/07/29 06:19:46,2019/07/30 09:23:15,NA,NA,352155091473740,58,1,RP1007,2019/07/29 06:20:00,22.5536632 88.3975398 -30.799999237060547 5.0,22.5536632,88.3975398,-30.7999992370605,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath Sarkar,1,vJC2q6zdixcwQpj5tcNsoV,3681,9dde7770-c7c3-4578-9728-0f72a765919d,2019/07/30 09:23:31,69,2019/07/31 17:18:25,subscriberid not found,simserial not found,enketo.sanipath.org:9yr8NLdMlTOnfPL5,2019/07/31 00:00:00,2019/07/31 17:32:23,58,1,NA,NA,RP1007,2019/07/29 20:20:00,2019/07/29 21:30:00,2019/07/29 23:00:00,2019/07/30 23:00:00,82,NA,NA,NA,NA,7,10,2,NA,7,1,3,4,1,6,1,3,3,NA,"sample type- tometo, blue colony(1ml=4 with smashed,10^1=3 with smashed), red colony(10ml=TDTC, 1ml=TNTC,10^1=104)",2,1,vGuxuKRNcJh7oUGHdmQvJP,3687,56e960ca-3ec8-4719-ba25-3572d2e4ebb8,2019/07/31 05:02:53,98,998,4,3,10,1,0.1,998,4,3,500,998,4,10,1,3,0.1,15000,1
2,RP1008,2019/07/29 06:23:23,2019/07/30 09:23:20,NA,NA,352155091473740,58,1,RP1008,2019/07/29 06:23:00,22.5536741 88.3975039 -47.400001525878906 5.0,22.5536741,88.3975039,-47.4000015258789,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suvankar Mandal,0,vJC2q6zdixcwQpj5tcNsoV,3682,4571caf6-237d-4d95-9cb4-898065ef9739,2019/07/30 09:23:32,70,2019/07/31 17:32:24,subscriberid not found,simserial not found,enketo.sanipath.org:9yr8NLdMlTOnfPL5,2019/07/31 00:00:00,2019/07/31 17:42:11,58,1,NA,NA,RP1008,2019/07/29 20:20:00,2019/07/29 21:30:00,2019/07/29 23:00:00,2019/07/30 23:00:00,9.7,NA,NA,NA,NA,7,10,2,NA,7,1,2,NA,1,6,1,3,8,NA,"sample type-coriender leaves, blue colony(10^1=8 with smashed),red colony(10ml=TDTC,1ml=TDTC,10^1=TNTC)",2,1,vGuxuKRNcJh7oUGHdmQvJP,3688,2a2b8ce4-1e11-4bc3-802f-c7ee3da78005,2019/07/31 05:12:41,99,998,998,8,10,1,0.1,998,998,8,500,998,998,10,1,8,0.1,40000,1
2,RP1009,2019/07/29 06:28:29,2019/07/30 09:23:26,NA,NA,352155091473740,58,1,RP1009,2019/07/29 06:28:00,22.5536837 88.3980461 -38.900001525878906 5.0,22.5536837,88.3980461,-38.9000015258789,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debabrata Maity,1,vJC2q6zdixcwQpj5tcNsoV,3683,ba4a9281-3de6-483d-a40b-f112d3e7e22e,2019/07/30 09:23:33,71,2019/07/31 17:42:11,subscriberid not found,simserial not found,enketo.sanipath.org:9yr8NLdMlTOnfPL5,2019/07/31 00:00:00,2019/07/31 17:50:46,58,1,NA,NA,RP1009,2019/07/29 20:20:00,2019/07/29 21:30:00,2019/07/29 23:00:00,2019/07/30 23:00:00,206.8,NA,NA,NA,NA,7,10,2,NA,7,1,2,NA,1,6,1,3,4,NA,"sample type-1 pec cucumber, blue colony(10^1=4 with smashed) red colony(10ml=TDTC,1ml=TNTC,10^1=232)",2,1,vGuxuKRNcJh7oUGHdmQvJP,3689,f7172d1a-04d2-4ae2-bdbd-949858f6bc37,2019/07/31 05:21:16,100,998,998,4,10,1,0.1,998,998,4,500,998,998,10,1,4,0.1,20000,1
2,RP1010,2019/08/26 03:52:43,2019/08/26 08:01:23,NA,NA,352155091473740,58,1,RP1010,2019/08/26 03:54:00,22.5534746 88.3981469 -62.599998474121094 5.0,22.5534746,88.3981469,-62.599998474121,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by biplab Jash,Debabrata Maity,1,vUmJbr8NFmqNo58UvPQcTV,4010,a322cecb-f086-41e9-9f75-8a3997eb49fe,2019/08/26 08:02:44,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,1
2,RP1011,2019/09/04 07:48:05,2019/09/04 11:09:06,NA,NA,352155091473740,58,1,RP1011,2019/09/04 07:49:00,22.5535727 88.3980008 -60.5 5.0,22.5535727,88.3980008,-60.5,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Practice Sample, Collected by Biplab Jash",Buddhadeb Samaddar,0,vUmJbr8NFmqNo58UvPQcTV,4062,d2cd799a-42a1-40d0-8e5c-c505b27eb2c5,2019/09/04 11:09:41,117,2019/09/12 22:08:44,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/13 00:00:00,2019/09/12 22:12:21,58,1,NA,NA,RP1011,2019/09/04 08:20:00,2019/09/04 08:55:00,2019/09/04 10:45:00,2019/09/05 10:45:00,74.2,NA,NA,NA,NA,6,1,3,0,5,1,3,0,0,NA,NA,NA,NA,NA,"SAMPLE TYPE -TOMATO, RED COLONY(10^1=20,10^2=9)",6,0,vGuxuKRNcJh7oUGHdmQvJP,4119,eb136359-2d8c-4273-86d5-37a8f9e87419,2019/09/13 11:09:58,208,0,0,NA,0.1,0.01,NA,0,0,NA,500,0,0,0.1,0.01,NA,NA,2500,1
2,RP1012,2019/09/04 07:52:29,2019/09/04 11:09:14,NA,NA,352155091473740,58,1,RP1012,2019/09/04 07:53:00,22.5536437 88.3980013 -37.29999923706055 5.0,22.5536437,88.3980013,-37.2999992370605,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Practice Sample, Collected by Buddhadeb Samaddar",Biplab Jash,1,vUmJbr8NFmqNo58UvPQcTV,4063,0efa9bcc-f55d-4c1c-a5ec-50b4afcad9c8,2019/09/04 11:09:43,118,2019/09/12 22:12:21,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2019/09/13 00:00:00,2019/09/12 22:15:41,58,1,NA,NA,RP1012,2019/09/04 08:20:00,2019/09/04 08:55:00,2019/09/04 10:45:00,2019/09/05 10:45:00,18.29,NA,NA,NA,NA,6,1,1,NA,5,1,3,30,0,NA,NA,NA,NA,NA,"sample type-coriander, red colony(10^1=TDTC,10^2=TNTC)",6,0,vGuxuKRNcJh7oUGHdmQvJP,4120,d938f72c-226d-4d92-a67c-37083cdb2d3b,2019/09/13 11:13:18,209,999,30,NA,0.1,0.01,NA,999,30,NA,500,999,30,0.1,0.01,NA,NA,1500000,1
2,RP2001,2020/01/15 06:35:15,2020/01/15 11:33:26,NA,NA,352155091473740,58,2,RP2001,2020/01/15 06:35:00,22.5494049 88.3968896 -64.19999694824219 5.0,22.5494049,88.3968896,-64.1999969482421,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Suvankar Mandal,Debabrata Maity,0,vUmJbr8NFmqNo58UvPQcTV,7248,3074ec8d-6528-4cc5-b67d-be22baa0a467,2020/01/15 11:34:35,132,2020/01/20 05:16:12,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/01/20 00:00:00,2020/01/20 05:23:42,58,2,NA,NA,RP2001,2020/01/15 07:30:00,2020/01/15 07:40:00,2020/01/15 09:00:00,2020/01/16 09:00:00,105,NA,NA,NA,NA,7,10,3,0,6,1,3,0,1,5,1,3,0,NA,"Red colony count: Undiluted 10ml - 30; 1:10^1 - 3; 1:10^2 - 00, sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,7288,8ebb2f6a-208f-4d6c-98d8-ac590ade91f5,2020/01/20 06:20:10,643,0,0,0,10,0.1,0.01,0,0,0,500,0,0,10,0.1,0,0.01,25,2
2,RP2001OLD,2019/05/06 04:22:36,2019/05/13 09:21:57,NA,NA,352155091473740,58,2,RP2001,2019/05/06 04:23:00,22.5494298 88.3970872 -41.29999923706055 5.0,22.5494298,88.3970872,-41.2999992370605,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath Sarkar,1,vCBEYpWiADaf9jeVAqWewv,2758,8ac696ab-c882-445a-ade5-14b9148e054f,2019/05/13 09:32:22,2,2019/05/13 06:56:00,subscriberid not found,simserial not found,enketo.sanipath.org:LtT0SCbULZaZ3pbc,2019/05/13 00:00:00,2019/05/13 07:11:51,58,2,NA,NA,RP2001,2019/05/06 05:39:00,2019/05/06 07:52:00,2019/05/06 09:11:00,2019/05/07 09:10:00,116.2,NA,NA,NA,NA,7,10,3,0,7,1,3,0,1,6,1,3,0,NA,"Red colonied were TDTC for the dilution of 10 ml and 1 ml, and TNTC for 10^1 dilution","1,3",0,vGuxuKRNcJh7oUGHdmQvJP,2757,0cf1bda3-cbf5-4067-af1f-45f981d03f57,2019/05/13 08:12:04,2,0,0,0,10,1,0.1,0,0,0,500,0,0,10,1,0,0.1,25,2
2,RP2002,2020/02/11 05:32:36,2020/02/11 08:54:23,NA,NA,352155091473740,58,2,RP2002,2020/02/11 05:33:00,22.5505692 88.3968551 -46.599998474121094 5.0,22.5505692,88.3968551,-46.599998474121,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vUmJbr8NFmqNo58UvPQcTV,7839,2c6cd820-977b-48ca-89c2-599accc2bf94,2020/02/11 08:54:41,148,2020/02/20 05:17:13,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/02/20 00:00:00,2020/02/20 05:20:30,58,2,NA,NA,RP2002A,2020/02/11 05:53:00,2020/02/11 08:30:00,2020/02/11 11:15:00,2020/02/12 11:15:00,225,NA,NA,NA,NA,7,10,1,NA,6,1,3,0,1,5,1,3,0,NA,"Red colony count: Undiluted 10ml - TNTC, 1:10^1 - 16, 1:10^2 - 4 sample vol tested 1ml,",6,1,vWNdHeMtQ9ziuCJ2zngErs,8103,208446b5-6305-470f-878e-2c58e130a731,2020/02/20 06:16:30,761,999,0,0,10,0.1,0.01,999,0,0,500,999,0,10,0.1,0,0.01,10000,2
2,RP2002OLD,2019/05/06 04:29:50,2019/05/13 09:35:04,NA,NA,352155091473740,58,2,RP2002,2019/05/06 04:30:00,22.5494469 88.3970871 -52.599998474121094 5.0,22.5494469,88.3970871,-52.599998474121,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somnath Sarkar,0,vCBEYpWiADaf9jeVAqWewv,2759,6058abc6-9063-451c-9df9-fab713a03e08,2019/05/13 09:35:12,3,2019/05/13 22:01:43,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/13 00:00:00,2019/05/13 22:09:59,58,2,NA,NA,RP2002,2019/05/06 19:10:00,2019/05/06 21:22:00,2019/05/06 22:41:00,2019/05/07 22:40:00,171.4,NA,NA,NA,NA,7,10,3,1,7,1,3,0,1,6,10,3,0,NA,"78 RED COLONIES WERE DETECTED FOR 10^1 DILUTION, WHERE 'TNTC' FOR OTHER DILUTIONS.",3,0,vGuxuKRNcJh7oUGHdmQvJP,2761,4021bb63-c514-4a09-831a-04fdefb31fb9,2019/05/13 09:40:18,3,1,0,0,10,1,1,1,0,0,500,1,0,10,1,0,1,50,2
2,RP2003,2020/03/03 04:53:28,2020/03/03 10:01:49,NA,NA,352155090281144,58,2,RP2003,2020/03/03 04:53:00,22.5504874 88.3967528 -51.79999923706055 4.0,22.5504874,88.3967528,-51.7999992370605,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Somnath Sarkar,Debabrata Maity,1,vbPSTZSrVFcUL4XdGCBGwn,8480,90a9a4ee-9c45-4a01-8d63-f4855a619b14,2020/03/03 10:03:25,162,2020/03/16 05:43:15,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/03/16 00:00:00,2020/03/16 05:46:31,58,2,NA,NA,RP2003,2020/03/03 07:30:00,2020/03/03 07:50:00,2020/03/03 09:00:00,2020/03/04 09:00:00,100,NA,NA,NA,NA,7,10,2,NA,6,1,3,9,1,5,1,3,0,NA,"Red colony count: Undiluted 10ml - TDTC, 1:10^1 - TNTC, 1:10^2 -159, sample vol tested 1ml; Red colonies diffused/smudged.",4,1,vWNdHeMtQ9ziuCJ2zngErs,8764,981e9d31-3ad5-4fe1-8939-762f36357e13,2020/03/16 06:45:29,894,998,9,0,10,0.1,0.01,998,9,0,500,998,9,10,0.1,0,0.01,45000,2
2,RP2003OLD,2019/05/13 04:17:27,2019/05/13 09:37:09,NA,NA,352155091473740,58,2,RP 2003,2019/05/13 04:19:00,22.5493661 88.3968868 -40.099998474121094 4.5,22.5493661,88.3968868,-40.099998474121,4.5,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biplab Jash,1,vCBEYpWiADaf9jeVAqWewv,2760,41795f54-13a2-4f40-b5c4-b4efbd52a7bd,2019/05/13 09:37:19,4,2019/05/15 22:55:04,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/15 00:00:00,2019/05/15 23:03:19,58,2,NA,NA,RP2003old,2019/05/13 17:56:00,2019/05/13 19:51:00,2019/05/13 20:15:00,2019/05/14 21:30:00,21.9,NA,NA,NA,NA,7,10,3,0,7,1,3,0,1,6,1,3,0,NA,"OBSERVATION FOR RED COLONIES: 10 ML (UNDILUTED)-TNTC, 1 ML (UNDILUTED)-59, AND 1:10 (1 ML)- 11",4,0,vGuxuKRNcJh7oUGHdmQvJP,2850,93162598-4c4f-43ef-a43e-fb6f4e110476,2019/05/15 10:33:39,13,0,0,0,10,1,0.1,0,0,0,500,0,0,10,1,0,0.1,25,2
2,RP2004,2020/03/11 05:28:54,2020/03/13 11:48:38,NA,NA,352155090281144,58,2,RP2004,2020/03/11 05:30:00,22.5500462 88.3968189 -25.299999237060547 5.0,22.5500462,88.3968189,-25.2999992370605,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Debabrata Maity,Suvankar Mandal,0,vbPSTZSrVFcUL4XdGCBGwn,8711,dd560b26-3639-4d1a-9ab5-1bdf39aae33a,2020/03/13 11:50:54,167,2020/03/16 06:08:28,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020/03/16 00:00:00,2020/03/16 06:11:04,58,2,NA,NA,RP2004,2020/03/11 06:30:00,2020/03/11 08:30:00,2020/03/11 09:30:00,2020/03/12 09:30:00,181,NA,NA,NA,NA,7,10,2,NA,7,1,3,5,1,6,1,3,0,NA,"Red colony count: Undiluted 10ml - TDTC, Undiluted 1ml - TNTC, 1:10^1 - 155 sample vol tested 1ml",4,1,vWNdHeMtQ9ziuCJ2zngErs,8781,a51b83dc-8e37-4c5c-abd1-f9b4890fc151,2020/03/16 07:06:41,911,998,5,0,10,1,0.1,998,5,0,500,998,5,10,1,0,0.1,2500,2
2,RP2004OLD,2019/05/13 04:25:28,2019/05/13 10:15:36,NA,NA,352155091473740,58,2,RP2004old,2019/05/13 04:26:00,22.5493671 88.3968905 -42.0 5.0,22.5493671,88.3968905,-42,5,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buddhadeb Samaddar,1,vCBEYpWiADaf9jeVAqWewv,2785,8adf5cf0-7194-4e9e-9fe2-b96a222f7849,2019/05/13 10:15:43,14,2019/05/15 23:03:20,subscriberid not found,simserial not found,enketo.sanipath.org:KwUl3nmJ1FH1Ta6G,2019/05/15 00:00:00,2019/05/15 23:14:37,58,2,NA,NA,RP2004old,2019/05/13 17:59:00,2019/05/13 19:51:00,2019/05/13 20:15:00,2019/05/14 20:30:00,21.9,NA,NA,NA,NA,7,10,2,NA,7,1,2,NA,1,6,1,2,NA,NA,"FOR RED COLONIES , ALL ARE NOTED ""TDTC""",4,0,vGuxuKRNcJh7oUGHdmQvJP,2851,3bb98549-d893-4252-80fc-db42a8d576e3,2019/05/15 10:44:56,14,998,998,998,10,1,0.1,998,998,998,500,998,998,10,1,998,0.1,1000000,2
2,RP2005,2020/03/16 04:22:05,2020/03/16 11:45:42,NA,NA,352155091473740,58,2,RP2005,2020/03/16 04:22:00,22.5494015 88.3969174 -50.0 5.0,22.5494015,88.3969174,-50,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample collected by Buddhadeb,Abhijit,0,vbPSTZSrVFcUL4XdGCBGwn,8794,861ef924-bc25-42ab-9917-1fadbdde3bf8,2020/03/16 11:46:24,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,2
