"deviceid","s_school","s_start","s_coordinates","X_s_coordinates_latitude","X_s_coordinates_longitude","X_s_coordinates_altitude","X_s_coordinates_precision","s_neighborhood","s_1_note","s_rainweek","s_participant_num","s_participant_gender","s_participant_female_obs","s_participant_male_obs","s_participant_female","s_participant_male","s_neighborhood_y","s_neighborhood_n","s_s_c","s_s_c_note","s_s_c_note_2","s_s_c_3","s_s_c_2","s_s_c_1","s_s_c_0","s_s_c_na","s_s_a","s_s_a_note","s_s_a_note_2","s_s_a_3","s_s_a_2","s_s_a_1","s_s_a_0","s_s_a_na","s_d_c","s_d_c_note","s_d_c_note_2","s_d_c_3","s_d_c_2","s_d_c_1","s_d_c_0","s_d_c_na","s_d_a","s_d_a_note","s_d_a_note_2","s_d_a_3","s_d_a_2","s_d_a_1","s_d_a_0","s_d_a_na","s_f_c","s_f_c_note","s_f_c_note_2","s_f_c_3","s_f_c_2","s_f_c_1","s_f_c_0","s_f_c_na","s_f_a","s_f_a_note","s_f_a_note_2","s_f_a_3","s_f_a_2","s_f_a_1","s_f_a_0","s_f_a_na","s_dw_c","s_dw_c_note","s_dw_c_note_2","s_dw_c_3","s_dw_c_2","s_dw_c_1","s_dw_c_0","s_dw_c_na","s_dw_a","s_dw_a_note","s_dw_a_note_2","s_dw_a_3","s_dw_a_2","s_dw_a_1","s_dw_a_0","s_dw_a_na","s_dw_e_wt","s_dw_e_wt_note","s_dw_e_wt_note_2","s_dw_e_wt_1","s_dw_e_wt_0","s_dw_e_wt_na","s_o_c","s_o_c_note","s_o_c_note_2","s_o_c_3","s_o_c_2","s_o_c_1","s_o_c_0","s_o_c_na","s_o_a","s_o_a_note","s_o_a_note_2","s_o_a_3","s_o_a_2","s_o_a_1","s_o_a_0","s_o_a_na","s_bw_c","s_bw_c_note","s_bw_c_note_2","s_bw_c_3","s_bw_c_2","s_bw_c_1","s_bw_c_0","s_bw_c_na","s_bw_a","s_bw_a_note","s_bw_a_note_2","s_bw_a_3","s_bw_a_2","s_bw_a_1","s_bw_a_0","s_bw_a_na","s_p_c","s_p_c_note","s_p_c_note_2","s_p_c_3","s_p_c_2","s_p_c_1","s_p_c_0","s_p_c_na","s_p_a","s_p_a_note","s_p_a_note_2","s_p_a_3","s_p_a_2","s_p_a_1","s_p_a_0","s_p_a_na","s_p_e_note","s_p_e_note_2","s_p_e_2","s_p_e_1","s_p_e_na","s_sf_c","s_sf_c_note","s_sf_c_note_2","s_sf_c_3","s_sf_c_2","s_sf_c_1","s_sf_c_0","s_sf_c_na","s_sf_a","s_sf_a_note","s_sf_a_note_2","s_sf_a_3","s_sf_a_2","s_sf_a_1","s_sf_a_0","s_sf_a_na","s_l_c","s_l_c_note","s_l_c_note_2","s_l_c_3","s_l_c_2","s_l_c_1","s_l_c_0","s_l_c_na","s_l_a","s_l_a_note","s_l_a_note_2","s_l_a_3","s_l_a_2","s_l_a_1","s_l_a_0","s_l_a_na","s_pl_a_th","s_pl_a_th_note","s_pl_a_th_note_2","s_pl_a_th_1","s_pl_a_th_0","s_pl_a_th_na","s_pl_a_tu_note","s_pl_a_tu_1","s_pl_a_tu_0","s_pl_a_tu_na","s_pl_a_tu_nl","s_pl_a_tw_note","s_pl_a_tw_note_2","s_pl_a_tw_1","s_pl_a_tw_0","s_pl_a_tw_na","s_pl_a_tw_nl","s_pl_a_tf_note","s_pl_a_tf_note_2","s_pl_a_tf_1","s_pl_a_tf_0","s_pl_a_tf_na","s_pl_a_tf_nl","s_end","s_participant_female_obs_end","s_participant_male_obs_end","s_notes","s_enum","X__version__","X_id","X_uuid","X_submission_time","X_index","s_odw_a","s_odw_a_note","s_odw_a_3","s_odw_a_2","s_odw_a_1","s_odw_a_0","s_odw_a_na","s_odw_a_other","s_odw_c","s_odw_c_note","s_odw_c_3","s_odw_c_2","s_odw_c_1","s_odw_c_0","s_odw_c_na","s_odw_c_other","s_odw2_a","s_odw2_a_note","s_odw2_a_3","s_odw2_a_2","s_odw2_a_1","s_odw2_a_0","s_odw2_a_na","s_odw2_a_other","s_odw2_c","s_odw2_c_note","s_odw2_c_3","s_odw2_c_2","s_odw2_c_1","s_odw2_c_0","s_odw2_c_na","s_odw2_c_other","s_extra_data","dply_num","s_f_weekly","s_UID","s_id","s_date","neighb_UID","city"
359925060819104,"T&T High School ,Motijeel (School no- 31)","2017-08-22T11:16:00.000+06","23.733767934449194 90.42082066858255 4.0 0.0",23.73376793,90.42082067,4,0,9,,1,19,2,13,6,13,6,19,0,,,,1,2,2,14,0,,,,2,2,13,2,0,,,,10,2,1,6,0,,,,6,2,5,6,0,,,,0,3,6,9,1,,,,2,1,8,6,2,,,,5,2,5,6,1,,,,4,1,3,9,2,,,,9,4,6,,,,,,,,,,,,,,,,,,,,5,6,3,0,5,,,,5,10,3,0,1,,,,5,4,4,3,3,,,,5,4,6,1,3,,,19,0,0,,,,8,2,5,2,2,,,,1,4,6,5,3,,,,3,9,3,2,2,,,,1,2,3,5,8,,,,13,4,2,,10,3,1,5,,,13,0,1,5,,,1,12,1,5,,13,5,"Prothom dike baccara khub monojugi silo sesher dike ekto omonojugi silo","1",,5308,"50f93d62-e892-4952-9bc3-3e5803b3b299","2017-08-24T05:36:14",11,,,11,2,2,4,0,,,,13,1,2,2,1,,,,,,,,,,,,,,,,,,1,2,1,"02_1010",1010,2017-08-22,209,"Dhaka"
359925060651416,"Uttarkhan Ideal School (School-23)","2017-08-03T01:41:00.000+06","",,,,,4,,1,18,2,5,13,5,13,18,0,,,,3,2,0,13,0,,,,1,4,1,12,0,,,,3,4,1,9,1,,,,6,0,1,7,4,,,,6,2,6,2,2,,,,4,3,2,5,4,,,,13,1,1,3,0,,,,13,0,1,4,0,,,,10,8,0,,,,,,,,,,,,,,,,,,,,3,15,0,0,0,,,,6,12,0,0,0,,,,2,1,3,11,1,,,,2,1,3,7,5,,,15,0,3,,,,6,0,7,3,2,,,,2,1,1,11,3,,,,5,0,0,13,0,,,,5,0,0,13,0,,,,13,5,0,,13,5,0,0,,,13,0,0,5,,,3,10,0,5,,5,13,"","25",,5309,"5bed5537-76b6-489d-ab3b-0a71e5950238","2017-08-24T05:47:15",12,,,7,1,0,6,4,,,,8,0,1,7,2,,,,,,,,,,,,,,,,,,1,2,1,"02_1011",1011,2017-08-03,204,"Dhaka"
359925060207177,"God Bless Ideal School (School-7)","2017-07-30T12:31:00.000+06","",,,,,2,,1,15,2,10,5,10,5,13,2,,,,10,1,3,1,0,,,,3,5,1,6,0,,,,15,0,0,0,0,,,,6,4,2,3,0,,,,12,2,1,0,0,,,,11,4,0,0,0,,,,15,0,0,0,0,,,,15,0,0,0,0,,,,7,6,2,,,,,,,,,,,,,,,,,,,,2,9,3,0,0,,,,0,15,0,0,0,,,,2,5,8,0,0,,,,3,4,7,1,0,,,15,0,0,,,,2,5,4,3,1,,,,1,4,2,7,1,,,,11,4,0,0,0,,,,9,5,1,0,0,,,,2,13,0,,2,0,0,13,,,2,0,0,13,,,0,2,0,13,,10,5,,"16",,5310,"ae186d29-53dc-4677-9610-b3ca0e396743","2017-08-24T05:59:35",13,,,2,1,4,6,2,,,,3,4,5,3,0,,,,,,,,,,,,,,,,,,1,2,1,"02_1012",1012,2017-07-30,202,"Dhaka"
359925060207177,"Bhagolpur Adorsho Kinder garden(School-10)","2017-07-31T11:44:00.000+06","",,,,,8,,1,13,2,10,3,10,3,13,0,,,,3,1,1,8,0,,,,2,2,7,2,0,,,,8,0,3,2,0,,,,2,3,5,3,0,,,,2,3,4,4,0,,,,3,3,3,2,2,,,,13,0,0,0,0,,,,13,0,0,0,0,,,,9,3,1,,,,,,,,,,,,,,,,,,,,2,10,1,0,0,,,,5,8,0,0,0,,,,3,4,5,1,0,,,,3,3,5,2,0,,,13,0,0,,,,11,1,1,0,0,,,,4,2,4,3,0,,,,7,5,0,1,0,,,,7,5,0,1,0,,,,1,12,0,,1,0,0,12,,,1,0,0,12,,,1,0,0,12,,10,3,,"13",,5311,"c7758e4e-c67a-42e7-aec2-aaf39272636c","2017-08-24T05:59:37",14,,,1,0,4,5,3,,,,0,0,2,11,0,,,,,,,,,,,,,,,,,,1,2,1,"02_1013",1013,2017-07-31,208,"Dhaka"
359925060207177,"Laxmi bibi biddyaloy (School-21)","2017-08-02T09:32:00.000+06","",,,,,7,,1,18,2,15,3,15,3,18,0,,,,8,2,6,2,0,,,,7,6,5,0,0,,,,9,6,2,1,0,,,,9,6,3,0,0,,,,5,7,5,1,0,,,,6,3,5,0,4,,,,11,4,3,0,0,,,,10,5,2,1,0,,,,11,3,4,,,,,,,,,,,,,,,,,,,,12,4,2,0,0,,,,11,3,3,0,1,,,,5,8,2,2,1,,,,7,4,3,2,2,,,16,0,2,,,,8,6,1,2,1,,,,9,2,1,2,4,,,,7,4,4,2,1,,,,7,6,1,2,2,,,,9,9,0,,18,0,0,8,,,17,1,0,8,,,5,11,2,8,,15,3,,"9",,5312,"68d94be6-1b55-45cf-ae38-c8272f1aa55c","2017-08-24T05:59:40",15,,,2,5,5,5,1,,,,3,9,3,2,1,,,,,,,,,,,,,,,,,,1,2,1,"02_1014",1014,2017-08-02,207,"Dhaka"
359925060207177,"Saleha High School(School-18)","2017-08-01T10:50:00.000+06","",,,,,8,,1,16,2,10,6,10,6,16,0,,,,4,3,4,5,0,,,,2,3,5,6,0,,,,4,5,3,4,0,,,,6,1,4,4,1,,,,3,2,6,3,2,,,,2,5,3,2,4,,,,9,4,2,1,0,,,,7,3,2,1,3,,,,14,0,2,,,,,,,,,,,,,,,,,,,,2,4,4,1,5,,,,2,4,7,0,3,,,,0,4,9,2,1,,,,0,5,8,2,1,,,15,0,1,,,,3,3,3,7,0,,,,1,5,2,3,5,,,,1,4,4,6,1,,,,1,4,3,4,4,,,,9,5,2,,10,0,0,6,,,9,1,1,5,,,1,9,0,6,,10,6,,"1",,5313,"c5ec7915-4714-4487-bf83-e53b14d11bbb","2017-08-24T05:59:42",16,,,1,3,2,4,6,,,,5,3,3,3,2,,,,,,,,,,,,,,,,,,1,2,1,"02_1015",1015,2017-08-01,208,"Dhaka"
359925060746166,"Uttarkhan Govt: primary School (Batch-1) (School-24)","2017-08-03T22:30:00.000+06","",,,,,4,,1,20,2,10,10,10,10,20,0,,,,2,6,7,5,0,,,,7,5,2,6,0,,,,7,6,4,3,0,,,,6,4,4,5,1,,,,11,1,7,1,0,,,,4,7,4,2,3,,,,14,5,0,1,0,,,,11,8,0,1,0,,,,12,5,3,,,,,,,,,,,,,,,,,,,,6,8,5,1,0,,,,12,5,1,0,1,,,,2,2,7,7,2,,,,3,2,6,5,4,,,20,0,0,,,,10,2,5,3,0,,,,0,5,4,6,5,,,,6,3,5,5,1,,,,6,3,0,7,4,,,,13,7,0,,13,0,0,7,,,13,0,1,6,,,13,0,0,7,,10,10,"","5",,5314,"ed6dd469-22e3-4941-b24a-556fed350065","2017-08-24T06:11:15",17,,,4,0,7,6,3,,,,2,2,6,9,1,,,,,,,,,,,,,,,,,,1,2,1,"02_1016",1016,2017-08-03,204,"Dhaka"
359925060921868,"Motijhil Ideal Govt: primary Shool(School-29)","2017-08-19T11:11:00.000+06","",,,,,9,,1,20,2,8,12,8,12,20,0,,,,1,1,2,16,0,,,,0,2,3,14,1,,,,12,4,1,3,0,,,,8,4,2,5,1,,,,4,7,8,1,0,,,,8,7,3,0,2,,,,20,0,0,0,0,,,,20,0,0,0,0,,,,17,0,3,,,,,,,,,,,,,,,,,,,,8,10,2,0,0,,,,8,7,1,0,4,,,,4,8,5,2,1,,,,5,9,3,1,2,,,18,0,2,,,,8,1,1,6,4,,,,4,3,1,8,4,,,,5,4,2,6,3,,,,6,2,2,5,5,,,,17,0,3,,18,0,0,2,,,18,0,0,2,,,4,4,0,2,,8,11,,"5",,5315,"4d837744-a52a-4c97-abc8-0f22fcc6abdf","2017-08-24T06:34:11",18,,,3,4,1,6,6,,,,4,3,1,10,2,,,,,,,,,,,,,,,,,,1,2,1,"02_1017",1017,2017-08-19,209,"Dhaka"
359925060921868,"Kamalapur Govt: Primary School(School-5)","2017-07-30T09:47:00.000+06","",,,,,6,,1,20,2,15,5,15,5,20,0,,,,1,5,2,12,0,,,,5,1,6,5,3,,,,10,1,2,3,2,,,,10,4,0,3,3,,,,8,3,5,3,1,,,,7,4,6,0,3,,,,20,0,0,0,0,,,,20,0,0,0,0,,,,10,10,0,,,,,,,,,,,,,,,,,,,,6,14,0,0,0,,,,9,10,0,0,1,,,,9,5,3,1,2,,,,9,6,0,1,4,,,19,1,0,,,,16,4,0,0,0,,,,3,3,4,3,7,,,,13,2,0,5,0,,,,11,3,0,6,0,,,,8,12,0,,6,11,0,3,,,8,0,3,9,,,0,20,0,0,,15,5,,"25",,5316,"433e8ffa-2283-4d73-9566-8f2e5f9592c2","2017-08-24T06:38:32",19,,,7,5,1,5,2,,,,6,1,5,7,1,,,,,,,,,,,,,,,,,,1,2,1,"02_1018",1018,2017-07-30,206,"Dhaka"
359925060921868,"Uttor khan Govt: primary School (Batch-2) (School-26)","2017-08-03T12:02:00.000+06","",,,,,4,,1,19,2,9,10,9,10,19,0,,,,11,3,4,1,0,,,,6,1,9,0,3,,,,10,3,4,2,0,,,,8,4,3,1,3,,,,10,4,4,0,1,,,,10,5,3,0,1,,,,11,2,0,6,0,,,,11,2,0,6,0,,,,11,8,0,,,,,,,,,,,,,,,,,,,,2,17,0,0,0,,,,0,19,0,0,0,,,,8,2,8,1,0,,,,8,1,6,1,3,,,18,1,0,,,,6,1,8,2,2,,,,0,1,6,7,5,,,,2,3,0,13,1,,,,1,4,0,13,1,,,,13,6,0,,13,0,0,6,,,11,2,0,6,,,2,11,0,6,,9,10,"","1",,5317,"34e36b37-cb3c-41e8-84b1-7e0e9a185e00","2017-08-24T06:41:50",20,,,7,1,0,11,0,,,,7,1,0,11,0,,,,,,,,,,,,,,,,,,1,2,1,"02_1019",1019,2017-08-03,204,"Dhaka"
