deviceid,h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_rain24hr,h_rainweek,h_rainmonth,h_home_type,h_population,h_c,h_surface,h_s,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_drains,h_d,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_flood,h_f,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_wasa,h_m,h_m_a,h_m_a_other,h_m_c,h_m_c_other,h_other,h_odw,h_odw_a,h_odw_a_other,h_odw_c,h_odw_c_other,h_wt,h_wt_a,h_wt_a_other,h_bath,h_bw,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_produce,h_p,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_a2,h_p_a2_other,h_food,h_sf,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_shared,h_l,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_th,h_th_a,h_th_a_other,h_tu_a,h_tu_a_other,h_tw_a,h_tw_a_other,h_tf_a,h_tf_a_other,h_end,h_notes,h_enum,h_enum/1,h_enum/2,h_enum/3,h_enum/4,h_enum/5,h_enum/6,h_enum/7,h_enum/8,h_enum/9,h_enum/10,h_enum/11,h_enum/12,h_enum/13,h_enum/14,h_enum/15,h_enum/16,h_enum/17,h_enum/18,h_enum/19,h_enum/20,h_enum/21,h_enum/22,h_enum/23,h_enum/24,h_enum/25,h_enum/26,h_enum/27,h_enum/28,h_enum/29,h_enum/30,h_enum/31,h_enum/32,h_enum/33,h_enum/34,h_enum/35,h_enum/36,h_enum/37,h_enum/38,h_enum/39,h_enum/40,h_enum/41,h_enum/42,h_enum/43,h_enum/44,h_enum/45,h_enum/46,h_enum/47,h_enum/48,h_enum/49,h_enum/50,h_enum/51,h_enum/52,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index
359925061257478,471,2017-06-12T11:46:00.631+06,23.69741880148724 90.43126543981683 -54.0 0.0,23.6974188,90.43126544,-54,0,77,1,1,1,1,4,1,1,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,4,,,0,,1,,1,,1,,1,,2,,1,,1,,1,,1,,1,,1,,4,,4,,,1,,1,,0,,1,,,N/A,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:6fe9dd61-5910-4a24-8343-a3fab5a59ce9,4154,6fe9dd61-5910-4a24-8343-a3fab5a59ce9,2017-06-15T08:01:50,11,,-1
359925060106239,533,2017-06-12T13:06:00.694+06,23.72425531902441 90.37488986292225 -1.0 0.0,23.72425532,90.37488986,-1,0,88,1,1,1,2,4,1,0,,,,,,1,,1,,1,,0,,,,,,1,,1,,1,,0,,,,,,,1,,1,,2,,2,,1,,4,,4,,1,,1,,4,,4,,1,,1,,1,,,0,,,,,,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:af486668-5589-4f82-9606-9396afbf7e12,4155,af486668-5589-4f82-9606-9396afbf7e12,2017-06-15T08:01:50,12,,-1
359925061281999,223,2017-06-12T12:14:00.449+06,23.781092068864076 90.33952479318988 -47.0 0.0,23.78109207,90.33952479,-47,0,33,1,1,1,2,7,1,1,,3,,4,,1,,2,,4,,0,,,,,,0,,,,,,1,,1,,1,,,0,,1,,1,,1,,1,,3,,2,,1,,1,,4,,3,,1,,2,,2,,,0,,,,,,,,,Na,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:99595a1c-dc87-4f63-8f4f-b53982146f2a,4156,99595a1c-dc87-4f63-8f4f-b53982146f2a,2017-06-15T08:01:50,13,,-1
359925061278375,32,2017-06-12T11:44:00.066+06,23.82359005602433 90.3777447977102 -1.0 0.0,23.82359006,90.3777448,-1,0,11,1,1,1,2,5,1,1,,4,,4,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,,,,,,0,,1,,2,,1,,1,,1,,1,,1,,1,,3,,3,,1,,1,,1,,,0,,,,,,,,,N/A,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:64f062ee-e7bd-4808-b994-c93134e7e65e,4157,64f062ee-e7bd-4808-b994-c93134e7e65e,2017-06-15T08:01:50,14,,-1
359925061278912,22,2017-06-12T10:39:00.336+06,23.8243651 90.3773366 0.0 1100.0,23.8243651,90.3773366,0,1100,11,1,1,1,2,9,1,1,,4,,4,,0,,,,,,0,,,,,,1,,2,,2,,0,,,,,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,3,,3,,1,,3,,2,,,0,,,,,,,,,Na,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:4132030d-db83-454d-b1dc-b1cba67ea681,4165,4132030d-db83-454d-b1dc-b1cba67ea681,2017-06-15T08:02:50,15,,-1
359925061277740,51,2017-06-12T09:56:00.124+06,23.8228727 90.3793966 0.0 1100.0,23.8228727,90.3793966,0,1100,11,1,1,1,2,6,1,1,,4,,4,,1,,1,,1,,0,,,,,,1,,3,,3,,1,,2,,2,,,0,,1,,2,,2,,1,,4,,4,,1,,1,,4,,1,,1,,1,,1,,,0,,,,,,,,,,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:8ae65c8d-d980-4994-9596-b7b53dfe0118,4167,8ae65c8d-d980-4994-9596-b7b53dfe0118,2017-06-15T08:02:50,16,,-1
359925061198409,108,2017-06-12T12:23:00.364+06,23.7717941 90.4315202 0.0 800.0,23.7717941,90.4315202,0,800,22,1,1,1,2,4,1,1,,2,,2,,1,,1,,1,,1,,2,,2,,1,,1,,1,,1,,4,,4,,,1,,1,,1,,2,,1,,3,,3,,1,,1,,3,,1,,1,,1,,1,,,0,,,,,,,,,,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:3a8d3304-71e8-4f82-81aa-e369f31d4260,4174,3a8d3304-71e8-4f82-81aa-e369f31d4260,2017-06-15T08:04:49,17,,-1
359925060106239,538,2017-06-13T11:08:00.640+06,23.724213922415387 90.37393055793777 38.0 0.0,23.72421392,90.37393056,38,0,88,1,1,1,2,4,1,0,,,,,,1,,1,,1,,0,,,,,,1,,1,,1,,0,,,,,,,1,,1,,2,,2,,1,,4,,2,,1,,1,,4,,2,,1,,1,,1,,,0,,,,,,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:c392b19b-d19a-460b-97b8-485b106c5226,4182,c392b19b-d19a-460b-97b8-485b106c5226,2017-06-15T08:05:29,18,,-1
359925061278375,82,2017-06-13T11:42:00.405+06,23.823453854083148 90.37755563306322 -2.0 0.0,23.82345385,90.37755563,-2,0,11,1,1,1,2,6,1,1,,4,,4,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,,,,,,0,,1,,1,,2,,1,,2,,2,,1,,1,,3,,2,,1,,1,,1,,,0,,,,,,,,,N/A,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:032f8146-21f3-4efc-b6bf-40a00620596b,4180,032f8146-21f3-4efc-b6bf-40a00620596b,2017-06-15T08:05:29,19,,-1
359925061277856,3,2017-06-12T11:09:00.221+06,23.82376040591392 90.37845831934756 -35.102385280653834 15.0,23.82376041,90.37845832,-35.10238528,15,11,1,1,1,2,5,1,0,,,,,,1,,1,,1,,1,,3,,2,,1,,1,,1,,0,,,,,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,3,,2,,1,,1,,1,,,0,,,,,,,,,,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:7b23ead4-68b2-458d-9284-ddbcd5156575,4178,7b23ead4-68b2-458d-9284-ddbcd5156575,2017-06-15T08:05:29,20,,-1
359925060921868,122,2017-06-12T11:31:00.982+06,23.769892598713884 90.43106594504826 -64.0 0.0,23.7698926,90.43106595,-64,0,22,1,1,1,2,5,1,1,,4,,4,,1,,1,,1,,1,,4,,1,,1,,1,,1,,1,,1,,1,,,0,,1,,2,,2,,1,,3,,3,,1,,1,,3,,2,,1,,1,,1,,,0,,,,,,,,,No,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:63e7d478-f32c-4358-b093-6dcfd800db7f,4198,63e7d478-f32c-4358-b093-6dcfd800db7f,2017-06-15T08:07:18,21,,-1
359925061281163,228,2017-06-12T11:40:00.803+06,23.78073158344989 90.34032036175276 -43.06378548126668 5.0,23.78073158,90.34032036,-43.06378548,5,33,1,1,1,2,4,1,1,,1,,4,,1,,1,,1,,1,,1,,4,,0,,,,,,1,,1,,1,,,0,,1,,2,,2,,1,,1,,1,,1,,1,,3,,1,,1,,1,,1,,,0,,,,,,,,,Na,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:9827128d-fc1c-43e3-97c6-1bc1dc24d2d4,4204,9827128d-fc1c-43e3-97c6-1bc1dc24d2d4,2017-06-15T08:07:18,22,,-1
359925061277245,1,2017-06-11T14:36:00.989+06,,,,,,77,0,0,0,2,4,1,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,1,,1,,0,,0,,,Na,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uuid:782989b6-08c8-432e-9f1a-71ff26ffd064,4196,782989b6-08c8-432e-9f1a-71ff26ffd064,2017-06-15T08:07:18,23,,-1
